codigo_producto,nombre,descripcion_original,descripcion_mejorada,alias_propuestos,accion
AFTE0092(C),Asado en tiras (6 costillas)(C),"Asado en tiras de novillo, compuesto por 6 costillas, con un estándar de marmoleo ideal que asegura sabor y jugosidad, presentado en porciones de 1 kg, apto para parrilla y cocción a la brasa.","Asado en tiras, corte de carne de res que incluye 6 costillas, seleccionado por su marmoleo ideal, envasado al vacío y listo para la parrilla, garantizando sabor y jugosidad en la cocción.",tira de asado|asado|costillas,ACTUALIZAR
AFTE0999,Entraña estancia CP,"Entraña de novillo, corte de carne de res con un alto contenido de sabor y jugosidad, presentado envasado al vacío, ideal para asados. Procedente de estancia CP, se recomienda cocinar a la parrilla o a la plancha.","Entraña de res, corte de carne argentino, proveniente de la parte baja del costillar, envasada al vacío y refrigerada, ideal para asados. Presenta un sabor intenso y jugosidad, con un grosor adecuado para parrilla.",entraña,ACTUALIZAR
VACO0011,Filet galloFazzio,"Filet de gallo Fazzio, carne de pescado de alta calidad, envasado al vacío para garantizar frescura y sabor, ideal para asados y parrillas. Presentación de 1.1 kg aproximadamente.","Filet de gallo envasado al vacío, proveniente de la pesca sostenible, con un peso aproximado de 200 gramos, ideal para preparaciones a la plancha o al horno, marca Fazzio.",pescado|filete|gallo,ACTUALIZAR
VACO0012,Combo paellaFazzio,"Combo de paella que incluye mariscos, pollo y chorizo, envasado al vacío para conservar frescura y sabor. Ideal para preparar una paella tradicional, con ingredientes seleccionados de alta calidad, marca Fazzio.","Combo de paella que incluye mariscos, pollo y chorizo, envasado al vacío para conservar frescura, ideal para preparar en casa. Producto de la marca Fazzio, reconocido por su calidad en pescados y mariscos.",paella|comida española|plato de mariscos,ACTUALIZAR
VACO0029,Coca cola vidrio 237ml,"Gaseosa Coca Cola Zero en botella de vidrio de 237 ml, sin calorías, elaborada con ingredientes naturales y sabor original, ideal para quienes buscan una opción refrescante sin azúcares añadidos.","Gaseosa Coca Cola Zero en botella de vidrio de 237 ml, sin calorías, elaborada con ingredientes naturales y sabor original, ideal para quienes buscan una opción refrescante sin azúcares añadidos.",coca|coca cola|gaseosa|refresco,ACTUALIZAR
VACO0033,Monjita Blue Moon,"Cerveza artesanal estilo witbier, elaborada con malta de trigo y lúpulo, presenta un sabor suave con notas cítricas y especiadas, envasada en porrones de 355 ml, ideal para acompañar comidas ligeras y picadas.","Cerveza artesanal estilo witbier, elaborada con malta de cebada y trigo, con notas cítricas y especiadas, presentada en envase de 355 ml. Marca Monjita, ideal para acompañar comidas ligeras y platos frescos.",birra|cerveza|blanca|witbier,ACTUALIZAR
AFCE0102,Matambre de cerdo Magret,"Matambre de cerdo Magret, corte de carne de cerdo de la parte lateral del animal, envasado al vacío, ideal para asar a la parrilla o cocinar al horno, con un sabor característico y jugosidad. Peso aproximado de 1 kg.","Matambre de cerdo Magret, corte de carne de cerdo con un alto contenido de grasa, ideal para asar a la parrilla, presentado envasado al vacío y refrigerado, proveniente de cerdos de raza Magret, conocido por su jugosidad y sabor.",matambre|matambre de cerdo|matambre magret,ACTUALIZAR
AFTE0010,Vacio,"Corte de carne vacío, también conocido como vacío angosto, proveniente de la parte delgada del abdomen del animal, con un balance óptimo entre textura y sabor, ideal para asados y parrillas, presentado envasado al vacío o refrigerado.","Vacío angosto, corte de carne de res con excelente balance entre textura y sabor, ideal para asados. Presentación envasada al vacío, garantizando frescura y conservación. Se recomienda cocinar a la parrilla o al horno.",vacío|vacío fino,ACTUALIZAR
AFTE0068,Tapa De Vacio,"Tapa de vacío, corte de carne de res, proveniente de la parte posterior del animal, ideal para asados, envasada al vacío para preservar frescura y sabor, disponible en presentación refrigerada o congelada.","Tapa de vacío, corte de carne de res, proveniente de la parte posterior del animal, ideal para asados, envasada al vacío para preservar frescura y sabor, disponible en presentación refrigerada o congelada.",vacío|tapa|tapa de asado,ACTUALIZAR
VACO0194,Jamon crudo trozo en vacio x kg,"Jamón crudo de cerdo, envasado al vacío, presentado en trozos de 1 kg, con un proceso de curación tradicional que resalta su sabor y textura. Ideal para ser utilizado en tablas de fiambres o como ingrediente en diversas preparaciones.","Jamón crudo de cerdo en trozo, envasado al vacío, con un peso aproximado de 1 kg, ideal para su uso en tablas de fiambres o como ingrediente en diversas preparaciones culinarias.",jamón crudo|jamón serrano|fiambre|jamón,ACTUALIZAR
AFBO0047,Campari x 750cc,"Aperitivo Campari de 750cc, elaborado a partir de una mezcla de hierbas, frutas y especias, con un sabor amargo característico, ideal para cócteles como el Negroni o el Americano.","Aperitivo Campari de 750cc, elaborado con una mezcla de hierbas y frutas amargas, presenta un color rojo intenso y un sabor característico, utilizado comúnmente en cócteles como el Negroni y el Americano.",campari|aperitivo|bitter,ACTUALIZAR
AFTE0002,Picaña,"Picaña fresca, corte de carne bovina de la parte trasera del animal, envasada al vacío, ideal para asados. Presenta una capa de grasa que aporta sabor y jugosidad, con un peso aproximado de 1 a 2 kg por pieza.","Picaña fresca, corte de carne bovina de la parte trasera del animal, con una capa de grasa que aporta sabor y jugosidad, presentada en porciones de 1 kg, ideal para asados y parrillas.",picanha|tira de asado,ACTUALIZAR
AFTE0006,Ojo de Bife,"Ojo de bife, corte de carne vacuna proveniente del bife ancho, caracterizado por su jugosidad y sabor, ideal para asados y parrillas, presentado en porciones de 1 kg, envasado al vacío y refrigerado.","Ojo de bife extraído del lomo alto, con un peso promedio de 800 gramos a 1 kilogramo y un grosor de 5 a 7 centímetros, ideal para parrilla o plancha, caracterizado por su forma redondeada y buena infiltración de grasa.",ojo de bife|bife ancho,ACTUALIZAR
AFTE0029,Arañita Vacuna,"Carne de corte arañita vacuna, envasada al vacío y refrigerada, proveniente de ganado de primera calidad. Presentación de 20 kg, ideal para asados y parrillas, con un sabor característico y jugosidad.","Carne de corte arañita vacuna, envasada al vacío y refrigerada, proveniente de ganado de primera calidad. Presentación de 20 kg, ideal para asados y parrillas, con un sabor característico y jugosidad.",arañita|corte arañita|carne arañita,ACTUALIZAR
AFTE0085,Asado Banderita(6 costillas),"Asado Banderita, corte de carne de res compuesto por 6 costillas, envasado al vacío y refrigerado, ideal para parrilla. Presenta un buen nivel de grasa entreverada, lo que aporta sabor y jugosidad al asado.","Asado Banderita, corte de carne de res compuesto por 6 costillas, envasado al vacío y refrigerado, ideal para parrilla. Presenta un alto contenido de grasa entreverada, lo que aporta sabor y jugosidad al asado.",tira de asado|costillas|asado|banderita,ACTUALIZAR
AFTE0091(C),Asado tira ancha (6 costillas)(C),"Asado tira ancha de novillo, compuesto por 6 costillas, envasado al vacío, ideal para parrilla. Este corte presenta un alto contenido de marmoleo, garantizando jugosidad y cocción pareja, perfecto para asar a la parrilla.","Asado tira ancha de 6 costillas, corte de carne bovina con un peso aproximado de 1.8 kg, envasado al vacío, ideal para cocción a la parrilla, destacando su jugosidad y terneza natural.",tira de asado|costilla|asado,ACTUALIZAR
AFTE0100,Hookipa beef,"Bife ancho de res premium, envasado al vacío, proveniente de ganado alimentado a pasto en Argentina, ideal para asados y parrillas, con un alto contenido de grasa intramuscular que garantiza sabor y jugosidad.","Carne de res Hookipa, corte bife ancho, envasada al vacío, proveniente de ganado alimentado a pasto, ideal para asados. Presenta un alto nivel de marmoleo, garantizando sabor y ternura en la cocción.",bife|bife de chorizo|bife ancho,ACTUALIZAR
VACO0015,Paella cocinadaFazzio,"Paella cocinada Fazzio, mezcla de arroz, mariscos y verduras, lista para calentar y servir, envasada al vacío para conservar frescura y sabor, ideal para compartir en reuniones familiares o eventos.","Paella cocinada Fazzio, mezcla de arroz, mariscos y verduras, elaborada con ingredientes frescos y especias tradicionales, presentada en envase listo para calentar y servir, ideal para compartir en reuniones familiares o eventos.",paella|arroz con mariscos,ACTUALIZAR
VACO0023,Arrollados de pollo FazzioFazzio,"Arrollado de pollo envasado al vacío, elaborado con pechuga de pollo de alta calidad, condimentado y cocido a baja temperatura para preservar su sabor y textura. Presentación de 1 kg, ideal para sándwiches y platos fríos.","Arrollados de pollo elaborados con pechuga de alta calidad, sazonados y enrollados, envasados al vacío para una óptima conservación. Una opción práctica y sabrosa para resolver tus comidas o sumar a una picada variada.",arrollado|pollo arrollado|arrollado de pollo,ACTUALIZAR
AFAP0001,Branca 750cc,"Fernet Branca 750 ml, aperitivo amargo elaborado a partir de una mezcla de hierbas y especias, con un proceso de maceración en alcohol. Se consume tradicionalmente con gaseosa, ideal para reuniones sociales.","Fernet Branca 750 ml, aperitivo amargo de origen italiano, elaborado con una mezcla de hierbas y especias, con un color oscuro y una graduación alcohólica de 31%. Se consume tradicionalmente con gaseosa o como digestivo.",fernet|fernet con coca,ACTUALIZAR
AFBE0001,Coca Cola x 1.5Lt,"Gaseosa cola en presentación de 1,5 litros, elaborada con agua carbonatada, azúcar, colorante caramelo, ácido fosfórico, cafeína y saborizantes naturales. Contiene 140 calorías por porción de 250 ml.","Gaseosa Coca-Cola en presentación de 1,5 litros, bebida carbonatada con sabor a cola, formulada con jarabe de maíz, cafeína y ácido fosfórico, sin contenido de azúcar en su versión Zero.",coca|coca cola|gaseosa|cola,ACTUALIZAR
AFBO0203,Enemigo cab-franc x750,"Vino tinto elaborado con uvas Cabernet Franc de la bodega El Enemigo, con un perfil aromático que incluye frutas rojas y especias, presentado en botella de 750 mL, ideal para maridar con carnes asadas.","Vino tinto elaborado con uvas Cabernet Franc de la bodega El Enemigo, con un volumen de 750 mL, presenta un perfil aromático complejo con notas de frutas rojas y especias, ideal para maridar con carnes asadas.",vino tinto|cabernet franc,ACTUALIZAR
AFCE0009,Costillitas Ribbs,"Costillitas de cerdo tipo ribs asadas con salsa barbacoa, marca Bocatti, presentadas en un peso aproximado de 1 kg, sin T.A.A.C., ideales para parrilla o asado.","Costillitas de cerdo tipo ribs asadas con salsa barbacoa, marca Bocatti, peso aproximado de 1 kg, sin T.A.A.C., elaboradas con carne de cerdo seleccionada y sazonadas con especias para resaltar su sabor.",costillas|ribs|costillitas|costilla de cerdo,ACTUALIZAR
AFDE0041,Berenjenas en Escabeche x 310gr,"Berenjenas en escabeche en frascos de 310 gramos, elaboradas con berenjenas seleccionadas, sumergidas en una mezcla de vinagre, aceite, especias y sal, ideales para acompañar platos o como aperitivo.","Berenjenas en escabeche en frascos de 310 gramos, elaboradas con berenjenas seleccionadas, vinagre, aceite, especias y sal, ideales para acompañar platos o como aperitivo.",berenjenas en escabeche|berenjenas|escabeche,ACTUALIZAR
AFDE0155,Hummus Baba Ganush x 170gr,"Hummus de berenjenas asadas, elaborado con pasta de sésamo y jugo de limón, presentado en envase de 170 g, sin conservantes. Ideal para untar en panes o como dip para vegetales.","Dip de berenjenas asadas, elaborado con pasta de sésamo y jugo de limón, sin conservantes, apto para veganos y libre de gluten, presentado en envase de 170 gramos, ideal para untar y acompañar picadas.",hummus|dip de berenjenas|pasta de berenjenas,ACTUALIZAR
AFDE0201,chimichurri el viajero 310gr,"Chimichurri elaborado con una mezcla de hierbas, especias y aceite, presentado en frasco de 310 g, marca Alcaraz Gourmet, ideal para acompañar carnes asadas y parrillas.","Chimichurri elaborado con una mezcla de hierbas frescas, ajo, vinagre y aceite, presentado en frasco de 310 g, marca Alcaraz Gourmet, ideal para acompañar asados y carnes a la parrilla.",salsa verde|salsa para asado|chimichurri,ACTUALIZAR
AFEL0050,Hamburguesa Green Gold clasica de 80grs x 2,"Hamburguesa de carne vacuna Green Gold clásica de 80 gramos, presentada en pack de 2 unidades, elaborada con carne seleccionada y sin aditivos, ideal para parrilla o cocina rápida.","Hamburguesa de carne vacuna Green Gold clásica de 80 gramos, presentada en pack de 2 unidades, elaborada con carne seleccionada y sin aditivos, ideal para parrilla o cocina rápida.",hamburguesa|burger,ACTUALIZAR
AFEL0051,Hamburguesa Green Gold casera de 120grs x 4,"Hamburguesa casera de 120 gramos elaborada por Green Gold, a base de ingredientes naturales, ideal para asar a la parrilla o cocinar en sartén, presentada en pack de 4 unidades.","Hamburguesa casera de 120 gramos elaborada por Green Gold, compuesta de carne de res seleccionada, sin aditivos ni conservantes, ideal para parrilla o sartén, presentada en pack de 4 unidades.",hamburguesa|burger|medallón,ACTUALIZAR
AFTE0003,Colita de Cuadril,"Colita de cuadril, corte de carne magra y tierno, ubicado en la parte posterior del animal, ideal para asado. Presentación envasada al vacío, peso aproximado de 1.2 kg, origen Argentina.","Colita de cuadril, corte de carne magra y tierno, ubicado en la parte posterior del animal, ideal para asado, presentado envasado al vacío, peso aproximado de 1.2 kg, origen Argentina.",colita|cuadril,ACTUALIZAR
AFTE0005,Bife de Chorizo,"Bife de chorizo, corte de carne vacuna proveniente del lomo, con un grosor aproximado de 2 cm, caracterizado por su jugosidad y textura tierna, ideal para asar a la parrilla o cocinar a la plancha.","Bife de chorizo, corte de carne vacuna proveniente del lomo, con un grosor aproximado de 2 cm, caracterizado por su jugosidad y textura tierna, ideal para asar a la parrilla o cocinar a la plancha.",bife|bife de chorizo|bife de lomo|bife de costilla,ACTUALIZAR
AFTE0012,Entraña,"Entraña de novillo, corte de carne del diafragma, envasada al vacío, con un peso neto de 15 kg y unidades de aproximadamente 800 g cada una, ideal para asados y parrillas.","Entraña de novillo, corte de carne del diafragma, envasada al vacío, con un peso neto de 15 kg y unidades de 800 g cada una, ideal para asados. Presenta un sabor intenso y textura jugosa.",entraña|entrania|carne de asado,ACTUALIZAR
AFTE0020,Chinchulin,"Chinchulín de carne de vaca, preparado a partir de intestinos delgados, envasado al vacío, ideal para asados y parrillas, con textura crocante por fuera y tierna por dentro al cocinarse a la parrilla.","Chinchulín de carne de vaca, preparado a partir de intestinos delgados, envasado al vacío, ideal para asados y parrillas, con textura crocante por fuera y tierna por dentro, presentado en porciones de 400 g.",chinchulín|chinchus,ACTUALIZAR
AFTE0023,Tomahawk,"Corte de carne vacuna premium tipo ojo de bife con el hueso de la costilla entero y limpio, ideal para asar a la parrilla a fuego lento para lograr una cocción jugosa y presentación gourmet.","Corte de carne vacuna premium tipo ojo de bife con el hueso de la costilla entero y limpio. Su gran infiltración de grasa intramuscular garantiza una experiencia jugosa y de tierno sabor, ideal para lucirse en la parrilla.",tomahawk|ojo de bife|corte premium|asado,ACTUALIZAR
AFTE0052,Tapa de Asado,"Tapa de asado, corte de carne de res ubicado en la parte superior del costillar, ideal para asar a la parrilla o al horno, presentado envasado al vacío y refrigerado, con un peso aproximado de 1.5 kg.","Tapa de asado de novillo, corte de carne bovina, con un peso aproximado de 3 kg, ideal para asados, proveniente de ganado argentino, envasada al vacío para conservar frescura y sabor.",tapa|tapa de asado|asado|carne de asado,ACTUALIZAR
AFTE0086,Lomo Estancia CP,"Lomo vacuno premium envasado al vacío, corte de carne extremadamente tierno y magro, marca Estancia CP, ideal para asar entero a la parrilla, al horno o fileteado como bife.","Lomo vacuno premium de la marca Estancia CP, envasado al vacío. Un corte de carne extremadamente tierno, magro y selecto, perfecto para asar entero a la parrilla, cocinar al horno o cortar en bifes gruesos.",lomo|lomo vacuno|estancia cp|carne tierna,ACTUALIZAR
AFTE0091,Asado tira ancha (6 costillas),"Asado tira ancha de 6 costillas, corte de carne bovina ideal para parrilla, con un peso aproximado de 2.5 kg, envasado al vacío, que resalta su jugosidad y terneza al ser cocinado a las brasas.","Asado tira ancha de 6 costillas, corte de carne de novillo, envasado al vacío, ideal para parrilla, con un peso aproximado de 3.5 kg, destacando su jugosidad y sabor característico.",tira de asado|costillar,ACTUALIZAR
AFVA0031,Carbon x 4 Kg,"Carbón vegetal en bolsa de 4 kg, ideal para parrillas, con alto poder calorífico y bajo contenido de cenizas, proveniente de maderas seleccionadas, garantizando una combustión eficiente y prolongada.","Carbón vegetal en bolsa de 4 kg, ideal para parrillas, elaborado a partir de madera de árboles autóctonos, con alta capacidad de calor y bajo contenido de cenizas, garantizando una combustión eficiente y prolongada.",carbón|carbón vegetal|carbón para parrilla,ACTUALIZAR
AFVA0206,Maderita iniciadoras de fuego,"Maderitas iniciadoras de fuego elaboradas en madera natural, diseñadas para encender carbón y leña de manera eficiente, presentadas en un paquete de 36 unidades con un peso total de 0.56 lb, ideales para parrillas y fogatas.","Maderitas iniciadoras de fuego elaboradas con madera natural, diseñadas para encender carbón en parrillas y asadores, presentadas en paquetes de 20 unidades, con un peso total de 0.56 lb, ideales para facilitar el encendido de fuegos en exteriores.",maderitas|iniciadores|fajitas,ACTUALIZAR
DELI0034,Pizza Especial Luco,"Pizza congelada de masa fina, cubierta con salsa de tomate, mozzarella, jamón y morrones, presentada en porciones de 400 gramos. Producto elaborado por la marca Luco, ideal para calentar en horno o microondas.","Pizza congelada de masa fina, cubierta con salsa de tomate, mozzarella, jamón y morrones, lista para hornear. Presentación en bandeja de 500 gramos, ideal para compartir en reuniones familiares o eventos.",piza|pizzeta|pizzas,ACTUALIZAR
DELI0037,Pizza Muzzarella Luco,"Pizza muzzarella de 30 cm de diámetro, elaborada con masa de trigo, salsa de tomate, y queso muzzarella de alta calidad. Presentación congelada, lista para hornear, ideal para compartir en reuniones y eventos.","Pizza muzzarella de masa fina, elaborada con queso muzzarella de alta calidad, salsa de tomate natural y especias, presentada en porciones individuales, ideal para compartir en eventos y reuniones.",piza|pizzeta|pizza de muzza,ACTUALIZAR
DELI0038,Sorrentinos Premium Molleja al verdeo,"Sorrentinos premium rellenos de molleja al verdeo, elaborados de manera artesanal con masa fresca y un relleno jugoso, presentados en porciones de 340 gramos, ideales para cocción en agua hirviendo o al horno.","Sorrentinos premium rellenos de molleja al verdeo, elaborados con masa fresca de trigo y relleno de mollejas de ternera, cebolla, y hierbas. Presentación envasada al vacío, ideal para cocción rápida en agua hirviendo o sartén.",sorrentinos|pasta rellena|pasta al verdeo,ACTUALIZAR
VACO0003,RabasFazzio,"Rabas de calamar congeladas, envasadas al vacío, marca Fazzio, ideales para fritura o a la parrilla, con un peso neto de 500 gramos por paquete, provenientes de pesquerías sostenibles en el Atlántico Sur.","Rabas de calamar congeladas, envasadas al vacío, marca Fazzio, ideales para fritura o a la parrilla, con un peso neto de 500 gramos por paquete, provenientes de pesquerías sostenibles en el Atlántico Sur.",rabas|calamares|anillas de calamar,ACTUALIZAR
VACO0005,Langostinos peladosFazzio,"Langostinos pelados de la marca Fazzio, congelados, de origen argentino, seleccionados y procesados para mantener su frescura y calidad, ideales para diversas preparaciones culinarias.","Langostinos pelados de la marca Fazzio, presentados en porciones de 1 kg, congelados, provenientes de aguas argentinas, ideales para la preparación de platos de mariscos y guisos.",camarón|langostino|gamba,ACTUALIZAR
VACO0017,Canelones de mariscoFazzio,"Canelones de marisco Fazzio, elaborados con pasta fresca rellena de mariscos seleccionados, envasados al vacío para conservar su frescura, ideales para cocinar al horno o hervidos, presentados en porciones de 500 gramos.","Canelones de marisco Fazzio elaborados con pasta fresca rellena de una mezcla de mariscos seleccionados, como camarones y mejillones, y salsa bechamel, presentados en bandeja lista para hornear.",canelones|pasta de marisco,ACTUALIZAR
VACO0020,Milanesas de pollloFazzio,"Milanesas de pollo Fazzio, elaboradas con pechuga de pollo de alta calidad, empanizadas con pan rallado y especias, presentadas en porciones listas para cocinar, envasadas al vacío para conservar frescura y sabor.","Milanesas de pollo Fazzio, elaboradas con pechuga de pollo de alta calidad, empanizadas con pan rallado y especias, presentadas en porciones listas para cocinar, envasadas al vacío para mantener frescura y sabor.",milanesas|milanesa de pollo|milanesa,ACTUALIZAR
VACO0022,Filet trucha despinadaFazzio,"Filet de trucha despinada, proveniente de criaderos sostenibles, envasado al vacío para preservar frescura y calidad, ideal para preparaciones a la parrilla o al horno, marca Fazzio.","Filet de trucha despinada, proveniente de criaderos argentinos, con un peso aproximado de 200 gramos por porción, ideal para preparaciones a la parrilla o al horno, garantizando frescura y calidad de la marca Fazzio.",filete de trucha|trucha despinada,ACTUALIZAR
VACO0024,Atún rojoFazzio,"Atún rojo fresco de la marca Fazzio, envasado al vacío, proveniente de aguas del Atlántico, ideal para preparaciones en tartas o a la parrilla, con un alto contenido de proteínas y omega-3.","Filet de atún rojo fresco de la marca Fazzio, seleccionado de alta calidad y envasado al vacío para garantizar su pureza. Con un excelente aporte proteico, es ideal para sellar a la parrilla, cocinar a la plancha o preparar platos gourmet.",atún|atún rojo|pescado|fazzio,ACTUALIZAR
VACO0025,Milanesas de merluza finas hierbasFazzio,"Milanesas de merluza empanizadas con finas hierbas, envasadas al vacío, listas para cocinar. Producto de la marca Fazzio, ideal para fritura o al horno, con un peso aproximado de 400 gramos por paquete.","Milanesas de merluza rebozadas con finas hierbas, elaboradas con filetes de merluza de alta calidad, envasadas al vacío para preservar frescura y sabor, marca Fazzio.",milanesas|milanesa de pescado|milanesa de merluza,ACTUALIZAR
VACO0037,Heineken Litro,"Cerveza tipo lager de origen holandés, Heineken, presentada en botella de 1 litro, con una graduación alcohólica del 5%, elaborada con lúpulo y cebada malteada, ideal para acompañar comidas y reuniones.","Cerveza lager Heineken de 1 litro con 5% de graduación alcohólica, elaborada con lúpulo y agua pura, envasada en botella. Ideal para acompañar comidas y reuniones sociales.",birra|chela|cerveza,ACTUALIZAR
VACO0038,Bandeja servir asado 50x25El Mansero,"Bandeja para servir asado de acero inoxidable, dimensiones 50x25 cm, diseñada para presentar carnes y picadas, resistente a altas temperaturas y fácil de limpiar, ideal para uso en casa o restaurantes.","Bandeja para servir asado de acero inoxidable, dimensiones 50x25 cm, diseñada para presentar carnes y picadas, resistente a altas temperaturas y fácil de limpiar, ideal para uso en casa o restaurantes.",bandeja de asado|bandeja para carne|plato para asado,ACTUALIZAR
