codigo_producto,nombre,descripcion_original,descripcion_mejorada,alias_propuestos,accion
10043,DR LEMON 473ml VODKA 5º,"Bebida lista para tomar, marca Dr Lemon, 473 ml, caja x24, ready to drink.","Bebida lista para tomar Dr Lemon vodka 5°, 473 ml, caja x24.",dr lemon|vodka|lata|473|caja|bulto|10043,ACTUALIZAR
10053,FERNET 1882 750ml,"Fernet, marca Fernet 1882, 750 ml, caja x6, aperitivos, lista ESEKA-U sucursal Córdoba.","Fernet 1882 750 ml, caja x6, aperitivo.",fernet|1882|750|caja|bulto|10053,ACTUALIZAR
10054,FERNET 1882 450ml,"Fernet, marca Fernet 1882, 450 ml, caja x6, aperitivos, lista ESEKA-U sucursal Córdoba.","Fernet 1882 450 ml, caja x6, aperitivo.",fernet|1882|450|caja|bulto|10054,ACTUALIZAR
10056,FERNET 1882 473ml CON COLA,"Fernet, marca Fernet 1882, 473 ml, caja x24, ready to drink, con cola.","Aperitivo fernet con cola en lata de 473 ml, marca 1882.",fernet|aperitivo|lata|bebida,ACTUALIZAR
10077,VODKA NIKOV TRADICIONAL 1L,"Vodka, marca Nikov, 1 L, caja x6, bebidas blancas, lista ESEKA-U sucursal Córdoba.","Bebida vodka tradicional, marca Nikov, formato 1 litro.",vodka|bebida|licor,ACTUALIZAR
10105,TERMA CITRUS CERO PET 1.35L,"Amargo herbal, marca Terma, 1.35 L, caja x12, amargos, citrus.","Amargo herbal Terma Citrus Cero, PET 1.35 L, caja x12.",terma|amargo|citrus|cero|litro y medio|caja|bulto|10105,ACTUALIZAR
10107,TERMA POMELO PET 1.35L,"Amargo herbal, marca Terma, 1.35 L, caja x12, amargos, pomelo.","Amargo herbal Terma pomelo, PET 1.35 L, caja x12.",terma|amargo|pomelo|litro y medio|caja|bulto|10107,ACTUALIZAR
10108,TERMA CITRUS 1.35L,"Amargo herbal, marca Terma, 1.35 L, caja x12, amargos, citrus.","Amargo herbal Terma citrus, botella 1.35 L, caja x12.",terma|amargo|citrus|litro y medio|caja|bulto|10108,ACTUALIZAR
10109,TERMA SERRANO PET 1.35L,"Amargo herbal, marca Terma, 1.35 L, caja x12, amargos, serrano.","Amargo herbal Terma serrano, PET 1.35 L, caja x12.",terma|amargo|serrano|litro y medio|caja|bulto|10109,ACTUALIZAR
10112,TERMA CUYANO PET 1.35L,"Amargo herbal, marca Terma, 1.35 L, caja x12, amargos, cuyano.","Amargo herbal Terma cuyano, PET 1.35 L, caja x12.",terma|amargo|cuyano|litro y medio|caja|bulto|10112,ACTUALIZAR
10114,TERMA LIMON PET 1.35L,"Amargo herbal, marca Terma, 1.35 L, caja x12, amargos, limón.","Amargo herbal Terma limón, PET 1.35 L, caja x12.",terma|amargo|limon|litro y medio|caja|bulto|10114,ACTUALIZAR
10132,SPRITE x 1.5 CC,"Gaseosa, marca Sprite, 1.5 L, caja x6, gaseosas, lista ESEKA-U sucursal Córdoba.","Gaseosa sabor lima limón, marca Sprite, presentación 1.5 L PET.",gaseosa|sprite|refresco,ACTUALIZAR
10240,MI CHANCES MALBEC-CABERNET 750cc,"Vino, marca Mi Chances, 750 cc, caja x6, vinos, lista ESEKA-U sucursal Córdoba.","Vino tinto Malbec-Cabernet de 750 ml, marca Mi Chances.",vino|botella de vino,ACTUALIZAR
1079,PANTENE 200ml SH LISO INFINITO,"Shampoo, marca Pantene, 200 ml, caja x12, cuidado de cabello, liso infinito.","Shampoo Pantene Liso Infinito 200 ml, caja x12, cuidado de cabello.",shampoo|pantene|liso infinito|caja|bulto|1079,ACTUALIZAR
1088,ALWAYS Triple Protec Dia Seca 8 UNI.,"Toalla femenina, marca Always, 8 un, caja x24, cuidado femenino.","Toallitas femeninas Always Xtra Triple Protección Seca, 8 unidades.",toallitas|toallas|toallas femeninas,ACTUALIZAR
11234,DOWNY 1L BRISA INTENSO,"Suavizante de ropa, marca Downy, 1 L, caja x12, suavizante, brisa intenso.","Suavizante Downy Brisa Intenso 1 L, caja x12.",suavizante|downy|brisa intenso|litro|caja|bulto|11234,ACTUALIZAR
11300,PRINGLES ORIGINAL x 104GR,"Snack de papa, marca Pringles, 104 g, caja x18, galletitas.","Papas fritas sabor original en tubo de 104 gramos, marca Pringles.",papas|pringles,ACTUALIZAR
116,PANTENE 300ml SH KERATINA,"Shampoo, marca Pantene, 300 ml, caja x12, cuidado de cabello, keratina.","Shampoo Pantene keratina 300 ml, caja x12, cuidado de cabello.",shampoo|pantene|keratina|caja|bulto|116,ACTUALIZAR
11685,GUANTE LATEX PATITO GDE,"Guante de látex, marca Patito, caja x144, guantes, lista ESEKA-U sucursal Córdoba.","Guante de látex Patito talle grande, caja x144.",guante|patito|latex|grande|caja|bulto|11685,ACTUALIZAR
118,PANTENE 250ml AC KERATINA,"Acondicionador, marca Pantene, 250 ml, caja x12, cuidado de cabello, keratina.","Acondicionador Pantene keratina 250 ml, caja x12, cuidado de cabello.",acondicionador|pantene|keratina|caja|bulto|118,ACTUALIZAR
1430,PRESTO 3 BLISTER X 2 UNID,"Máquina de afeitar, marca Prestobarba, 2 un, caja x72, afeitado desechable.","Máquina de afeitar desechable Prestobarba 3, blister con 2 unidades.",maquinita|afeitadora|rasuradora,ACTUALIZAR
1451,PANTENE 400ml AC RESTAURACION,"Acondicionador, marca Pantene, 400 ml, caja x12, cuidado de cabello, restauración.",Acondicionador Pantene de 400 ml para restauración del cabello.,acondicionador|ac|crema de enjuague,ACTUALIZAR
1453,PANTENE 400ml SH RESTAURACION,"Shampoo, marca Pantene, 400 ml, caja x12, cuidado de cabello, restauración.","Shampoo Pantene Restauración 400 ml, caja x12, cuidado de cabello.",shampoo|pantene|restauracion|caja|bulto|1453,ACTUALIZAR
15006,PANTENE 400ml SH LISO INFINITO,"Shampoo, marca Pantene, 400 ml, caja x12, cuidado de cabello, liso infinito.",Shampoo Pantene 400 ml Liso Infinito para el cuidado del cabello.,shampoo|champú,ACTUALIZAR
17500,PANTENE CREM. PEIN. KERATINA X 300ML,"Crema de peinar, marca Pantene, 300 ml, caja x12, cuidado de cabello, keratina.","Crema de peinar Pantene keratina 300 ml, caja x12.",crema de peinar|pantene|keratina|caja|bulto|17500,ACTUALIZAR
18353,ZORRO ULTRA DETERG. BOT300ml Limon Original Glicer,"Lavavajillas, marca Zorro, 300 ml, caja x16, lavavajillas, limón, lista ESEKA-U sucursal Córdoba.","Detergente líquido Zorro Ultra Limón Original con glicerina, botella de 300 ml.",detergente|limpiador|jabón líquido,ACTUALIZAR
18359,ZORRO ULTRA DETERG.BOT 500ml Limon Original Glicer,"Lavavajillas, marca Zorro, 500 ml, caja x20, lavavajillas, limón, lista ESEKA-U sucursal Córdoba.","Detergente líquido Zorro Ultra con fragancia a limón, formato 500 ml.",detergente|limpiador|jabón líquido,ACTUALIZAR
18387,ZORRO SUAVIZ. X900ML DP Elegante,"Suavizante de ropa, marca Zorro, 900 ml, caja x14, suavizante.","Suavizante de telas concentrado Elegante, marca Zorro, 900 ml.",suavizante|suaviz|suave|lavado|recarga,ACTUALIZAR
18389,ZORRO SUAVIZ. X3L DP Elegante,"Suavizante de ropa, marca Zorro, 3 L, caja x4, suavizante.","Suavizante Zorro Elegante 3 L doypack, caja x4.",suavizante|zorro|elegante|3 litros|doypack|caja|bulto|18389,ACTUALIZAR
18400,ZORRO JAB. EN PAN X2 Clásico 150gs,"Jabón en pan, marca Zorro, caja x42, jabón en pan.","Jabón en pan Zorro clásico con glicerina, presentación 2x150 gramos.",jabón|jabón en pan|jabón Zorro,ACTUALIZAR
18416,ACE BOTELLA X 800ML,"Jabón líquido para ropa, marca Ace, 800 ml, caja x15, jabón líquido.","Jabón líquido para lavar ropa, marca Ace, presentación 800 ml.",jabón|detergente|jabonera,ACTUALIZAR
18707,Okebon Leche 273g,"Galletita, marca Okebon, 273 g, caja x18, galletitas, lista ESEKA-U sucursal Córdoba.","Galletita Okebon sabor leche, 273 g, caja x18.",galletita|okebon|leche|caja|bulto|18707,ACTUALIZAR
1871,PANTENE SACHET SH RESTAURACION 10ML,"Sachet de shampoo, marca Pantene, 10 ml, caja x576, cuidado de cabello, restauración.","Sachet de shampoo Pantene Restauración 10 ml, caja x576.",sachet|shampoo|pantene|restauracion|sobrecito|caja|bulto|1871,ACTUALIZAR
18828,NUGATON LECHE X 27 GRS,"Chocolate, marca Nugaton, 27 g, caja x288, chocolate, lista ESEKA-U sucursal Córdoba.","Oblea rellena con crema de maní y cubierta de chocolate con leche, marca Nugatón.",oblea|nugatón|chocolate|golosina,ACTUALIZAR
20032,LAVANDINA 1L MULTISUP LAVANDA AYUDIN,"Lavandina, marca Ayudín, 1 L, caja x15, lavandina, lavanda, lista ESEKA-U sucursal Córdoba.","Lavandina 1 L multisuperficie con fragancia a lavanda, marca Ayudín.",lavandina|blanqueador,ACTUALIZAR
20035,LAVANDINA 1L MULTISUP GLACIAR AYUDIN,"Lavandina, marca Ayudín, 1 L, caja x15, lavandina, glaciar, lista ESEKA-U sucursal Córdoba.","Lavandina multisuperficies 1 L, marca Ayudín, fragancia Pureza Glaciar.",lavandina|blanqueador,ACTUALIZAR
20193,ESPONJA LISA MORTIMER,"Esponja, marca Mortimer, caja x96, utensilios, lista ESEKA-U sucursal Córdoba.","Esponja lisa de limpieza, marca Mortimer, medidas 11 x 7 x 2.5 cm.",esponja|esponjita,ACTUALIZAR
20305,REPELENTE SELTON DIARIO 165ml,"Repelente, marca Selton, 165 ml, caja x12, repelente, lista ESEKA-U sucursal Córdoba.","Repelente de mosquitos en spray, marca Selton, 165 ml.",repelente|spray antimosquitos,ACTUALIZAR
20410,TRENET POWER 120g DP POLVO,"Quitamanchas ropa, marca Trenet, 120 g, caja x24, quitamanchas ropa.","Quitamanchas en polvo prelavado, marca Trenet, formato 120 g.",quitamanchas|polvo quitamanchas|quitamanchas en polvo,ACTUALIZAR
2082,ARIEL Liquido DELICATES POUCH 800ML,"Jabón líquido para ropa, marca Ariel, 800 ml, caja x12, jabón líquido.","Jabón líquido para ropa Ariel Delicates, presentación pouch de 800 ml.",jabón|detergente|líquido,ACTUALIZAR
220,PRESTO 3 BLISTER X8 UNI,"Máquina de afeitar, marca Prestobarba, 8 un, caja x18, afeitado desechable.","Máquina de afeitar desechable Prestobarba 3, 8 unidades por blister, marca Gillette.",máquina de afeitar|afeitadora|rasuradora,ACTUALIZAR
2248,VENUS MAQ. ORIGINAL x 1 UNID.,"Máquina de afeitar, marca Venus, 1 un, caja x36, afeitado sistemas.","Máquina de afeitar con 3 hojas, marca Venus, para depilación femenina.",maquinita|afeitadora|rasuradora,ACTUALIZAR
4003,PRIME TEXTURADO,"Preservativo, marca Prime, caja x24, preservativos, texturado, lista ESEKA-U sucursal Córdoba.","Preservativo Prime texturado, venta por unidad, caja x24.",prime|preservativo|texturado|forro|caja|bulto|4003,ACTUALIZAR
6320,PAMPERS TOALLITAS Limpeza Delicada x48 (.),"Toallitas húmedas, marca Pampers, caja x12, toallitas bebé, lista ESEKA-U sucursal Córdoba.","Toallitas húmedas para limpieza delicada, marca Pampers, 48 unidades.",toallitas|toallitas húmedas,ACTUALIZAR
