product_code,nombre,precio_lista_1,stock,unidades_por_bulto,unidad_minima_de_venta,umv_tipo,categoria_1,categoria_2,categoria_3,categoria_4,aliases,rotacion_index,mental_priority,descripcion,image_url,en_catalogo,is_mock,fuente_hoja
72401129,LP ESENCIA VAIN. BIDON 5 LT,15000,400,1,bidon,unidad,BI,Esencias y Colorantes,Esencias,Bidon,esencia vain. bidon 5 lt|esencias y colorantes|esencias|esencia vain. bidon 5 lt por bidon,0.787,0.9,"Esencias y Colorantes Calsa para panificación, línea Esencias, presentación comercial de 5 l.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
40123015,PARATAPAS MARG. TAPAS CJ2PILX10KG,140200,400,2,caja,unidad,Grasos,Margarinas,Tapas,Caja,paratapas marg. tapas cj2pilx10kg|margarinas|tapas|paratapas marg. tapas cj2pilx10kg por caja,0.785,0.9,"Margarinas Calsa para panificación, línea Tapas, presentación comercial de 20 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
40040015,SUPER MARG. HOJ. # ** CJ2PILX10KG - 100A,137100,390,2,caja,unidad,Grasos,Margarinas,Hojaldre,Caja,super marg. hoj. # ** cj2pilx10kg -|margarinas|hojaldre|super marg. hoj. # ** cj2pilx10kg - por caja,0.776,0.9,"Margarinas Calsa para panificación, línea Hojaldre, presentación comercial de 20 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
72401155,LP ESENCIA VAIN. CJ 4X5 LT,57000,390,4,caja,unidad,BI,Esencias y Colorantes,Esencias,Caja,esencia vain. cj 4x5 lt|esencias y colorantes|esencias|esencia vain. cj 4x5 lt por caja,0.774,0.9,"Esencias y Colorantes Calsa para panificación, línea Esencias, presentación comercial de 20 l.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
72471156,LP ESENCIA MANTECA CJ 6X2 LT,36200,390,6,caja,unidad,BI,Esencias y Colorantes,Esencias,Caja,esencia manteca cj 6x2 lt|esencias y colorantes|esencias|esencia manteca cj 6x2 lt por caja,0.773,0.9,"Esencias y Colorantes Calsa para panificación, línea Esencias, presentación comercial de 12 l.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
72930022,LP KOLAROMA NARANJA BIDON 1 LT,26500,390,1,bidon,unidad,BI,Esencias y Colorantes,Esencia & Color,Bidon,kolaroma naranja bidon 1 lt|esencias y colorantes|esencia & color|kolaroma naranja bidon 1 lt por bidon,0.773,0.9,"Esencias y Colorantes Calsa para panificación, línea Esencia & Color, presentación comercial de 1 l.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
72810145,LP CREMA PASTELERA CJ6X3 KG,189100,390,6,caja,unidad,BI,Cremas,Polvos,Caja,crema pastelera cj6x3 kg|cremas|polvos|crema pastelera cj6x3 kg por caja,0.766,0.9,"Cremas Calsa para panificación, línea Polvos, presentación comercial de 18 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
15017082,MAURIPAN LEV. SECA MS CJ 20 PAQ 500G,234100,390,20,caja,unidad,Levadura,Seca,HADY,Caja,mauripan lev. seca ms cj 20 paq 500g|seca|hady|mauripan lev. seca ms cj 20 paq 500g por caja,0.765,0.9,"Seca Calsa para panificación, línea HADY, presentación comercial de 10 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
72471021,LP ESENCIA MANTECA BIDON 2 LT,6100,390,1,bidon,unidad,BI,Esencias y Colorantes,Esencias,Bidon,esencia manteca bidon 2 lt|esencias y colorantes|esencias|esencia manteca bidon 2 lt por bidon,0.765,0.9,"Esencias y Colorantes Calsa para panificación, línea Esencias, presentación comercial de 2 l.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
31316093,CALSA GRASA OLEOMARGARINA CJX20KG - 100A,144800,390,1,caja,unidad,Grasos,Grasas/Shortenings,Refinada Blanda,Caja,calsa grasa oleomargarina cjx20kg -|grasas/shortenings|refinada blanda|calsa grasa oleomargarina cjx20kg - por caja,0.763,0.9,"Grasas/Shortenings Calsa para panificación, línea Refinada Blanda, presentación comercial de 20 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
63250144,LP MEJ. FORMULA UNO CJ2X10 KG,155800,380,2,caja,unidad,BI,Mejoradores,Comun,Caja,mej. formula uno cj2x10 kg|mejoradores|comun|mej. formula uno cj2x10 kg por caja,0.756,0.9,"Mejoradores Calsa para panificación, línea Comun, presentación comercial de 20 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
72401021,LP ESENCIA VAIN. BIDON 2 LT,5700,380,1,bidon,unidad,BI,Esencias y Colorantes,Esencias,Bidon,esencia vain. bidon 2 lt|esencias y colorantes|esencias|esencia vain. bidon 2 lt por bidon,0.756,0.9,"Esencias y Colorantes Calsa para panificación, línea Esencias, presentación comercial de 2 l.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
40171014,PREMIUM HOJ LOW TRANS CJ4PILX5KG - 100A,137800,380,4,caja,unidad,Grasos,Margarinas,Hojaldre,Caja,premium hoj low trans cj4pilx5kg -|margarinas|hojaldre|premium hoj low trans cj4pilx5kg - por caja,0.755,0.9,"Margarinas Calsa para panificación, línea Hojaldre, presentación comercial de 20 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
40148014,SELECTA MELANGE MASAS 0 TRANS CJ4PILX5KG,139300,380,4,caja,unidad,Grasos,Margarinas,Masas,Caja,selecta melange masas 0 trans cj4pilx5kg|margarinas|masas|selecta melange masas 0 trans cj4pilx5kg por caja,0.752,0.9,"Margarinas Calsa para panificación, línea Masas, presentación comercial de 20 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
11057182,CALSA LPF CLASICA CJ 4D/10FP/100G 100A,42700,380,40,caja,unidad,Levadura,Fresca,Prensada,Caja,calsa lpf clasica cj 4d/10fp/100g|fresca|prensada|calsa lpf clasica cj 4d/10fp/100g por caja,0.752,0.9,"Fresca Calsa para panificación, línea Prensada, presentación comercial de 4 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
40185014,PREMIUM HOJALDRE LT CJ4PILX5KG,130800,380,4,caja,unidad,Grasos,Margarinas,Hojaldre,Caja,premium hojaldre lt cj4pilx5kg|margarinas|hojaldre|premium hojaldre lt cj4pilx5kg por caja,0.752,0.9,"Margarinas Calsa para panificación, línea Hojaldre, presentación comercial de 20 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
40021015,SUPER MARG. HOJAL ** CJ2PILX10KG,135100,380,2,caja,unidad,Grasos,Margarinas,Hojaldre,Caja,super marg. hojal ** cj2pilx10kg|margarinas|hojaldre|super marg. hojal ** cj2pilx10kg por caja,0.751,0.9,"Margarinas Calsa para panificación, línea Hojaldre, presentación comercial de 20 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
72970022,LP KOLAROMA MANTECA BIDON 1 LT,26200,380,1,bidon,unidad,BI,Esencias y Colorantes,Esencia & Color,Bidon,kolaroma manteca bidon 1 lt|esencias y colorantes|esencia & color|kolaroma manteca bidon 1 lt por bidon,0.751,0.9,"Esencias y Colorantes Calsa para panificación, línea Esencia & Color, presentación comercial de 1 l.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
40017015,MILHOJAS MARG. HOJAL # ** CJ2PILX10KG,144000,380,2,caja,unidad,Grasos,Margarinas,Hojaldre,Caja,milhojas marg. hojal # ** cj2pilx10kg|margarinas|hojaldre|milhojas marg. hojal # ** cj2pilx10kg por caja,0.749,0.9,"Margarinas Calsa para panificación, línea Hojaldre, presentación comercial de 20 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
63230490,"LP MEJ.CONC. CALSA MAX CJ 4X1,5 KG",47500,380,4,caja,unidad,BI,Mejoradores,Concentrado,Caja,"mej.conc. calsa max cj 4x1,5 kg|mejoradores|concentrado|mej.conc. calsa max cj 4x1,5 kg por caja",0.749,0.9,"Mejoradores Calsa para panificación, línea Concentrado, presentación comercial de 6 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
40011015,MILHOJAS MARG. HOJAL ** CJ2PILX10KG,139500,380,2,caja,unidad,Grasos,Margarinas,Hojaldre,Caja,milhojas marg. hojal ** cj2pilx10kg|margarinas|hojaldre|milhojas marg. hojal ** cj2pilx10kg por caja,0.747,0.9,"Margarinas Calsa para panificación, línea Hojaldre, presentación comercial de 20 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
40156014,MTK MARG. MASAS LT CJ4PILX5KG,130800,380,4,caja,unidad,Grasos,Margarinas,Masas,Caja,mtk marg. masas lt cj4pilx5kg|margarinas|masas|mtk marg. masas lt cj4pilx5kg por caja,0.743,0.9,"Margarinas Calsa para panificación, línea Masas, presentación comercial de 20 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
15112184,MI PAN LSF INSTANTANEA CJ 4D/50S/10G,45500,380,200,caja,unidad,Levadura,Seca,HADY,Caja,mi pan lsf instantanea cj 4d/50s/10g|seca|hady|mi pan lsf instantanea cj 4d/50s/10g por caja,0.742,0.9,"Seca Calsa para panificación, línea HADY, presentación comercial de 2 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
63250042,LP MEJ. FORMULA UNO BOL.10 KG,82000,380,1,bolsa,unidad,BI,Mejoradores,Comun,Bolsa,mej. formula uno bol.10 kg|mejoradores|comun|mej. formula uno bol.10 kg por bolsa,0.742,0.9,"Mejoradores Calsa para panificación, línea Comun, presentación comercial de 10 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
61010195,LP POLVO PARA HORNEAR FLOR CJ4X4 KG,138900,370,4,caja,unidad,BI,Polvo de hornear y otros aditi,Polvo de Hornear,Caja,polvo para hornear flor cj4x4 kg|polvo de hornear y otros aditi|polvo de hornear|polvo para hornear flor cj4x4 kg por caja,0.738,0.9,"Polvo de hornear y otros aditi Calsa para panificación, línea Polvo de Hornear, presentación comercial de 16 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
64009144,LP MEJ. MEJORMIGA CJ2X10 KG,149200,370,2,caja,unidad,BI,Mejoradores,Especifico,Caja,mej. mejormiga cj2x10 kg|mejoradores|especifico|mej. mejormiga cj2x10 kg por caja,0.734,0.9,"Mejoradores Calsa para panificación, línea Especifico, presentación comercial de 20 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
73732130,LP BAÑO ALFAJ. SEMIAMARGO CJ X 3 KG,36000,370,1,caja,unidad,BI,Chocolates,Baños,Caja,bano alfaj. semiamargo cj x 3 kg|chocolates|baños|bano alfaj. semiamargo cj x 3 kg por caja,0.733,0.6,"Chocolates Calsa para panificación, línea Baños, presentación comercial de 3 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
72809160,FLEISCH. CREMA VEGETAL VAIN. CJ 12X1 LT,130900,370,12,caja,unidad,BI,Cremas,UHT,Caja,fleisch. crema vegetal vain. cj 12x1 lt|cremas|uht|fleisch. crema vegetal vain. cj 12x1 lt por caja,0.731,0.6,"Cremas Calsa para panificación, línea UHT, presentación comercial de 12 l.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
73093145,LP PREM. BIZCOCHUELO VAI. CJ6X3 KG,182300,370,6,caja,unidad,BI,Premezclas,Pasteleria,Caja,prem. bizcochuelo vai. cj6x3 kg|premezclas|pasteleria|prem. bizcochuelo vai. cj6x3 kg por caja,0.729,0.6,"Premezclas Calsa para panificación, línea Pasteleria, presentación comercial de 18 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
40124015,GOLF MARG. MASAS CJ2PILX10KG,130400,370,2,caja,unidad,Grasos,Margarinas,Masas,Caja,golf marg. masas cj2pilx10kg|margarinas|masas|golf marg. masas cj2pilx10kg por caja,0.728,0.6,"Margarinas Calsa para panificación, línea Masas, presentación comercial de 20 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
22015066,LP MEJ DIASTASICO BALDE X5KG,33500,370,1,balde,unidad,BI,Extractos y harinas de malta,Extractos.,Balde,mej diastasico balde x5kg|extractos y harinas de malta|extractos.|mej diastasico balde x5kg por balde,0.728,0.6,"Extractos y harinas de malta Calsa para panificación, línea Extractos., presentación comercial de 5 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
73181032,LP. PREM. BUDIN BASE HUM VAIN BOL 3K,111500,370,1,bolsa,unidad,BI,Premezclas,Pasteleria,Bolsa,. prem. budin base hum vain bol 3k|premezclas|pasteleria|. prem. budin base hum vain bol 3k por bolsa,0.727,0.6,"Premezclas Calsa para panificación, línea Pasteleria, presentación comercial de 10 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
73135145,LP. PREM. AKTIVO CEREALES CJ6X3 KG,182000,370,6,caja,unidad,BI,Premezclas,Panaderia,Caja,. prem. aktivo cereales cj6x3 kg|premezclas|panaderia|. prem. aktivo cereales cj6x3 kg por caja,0.726,0.6,"Premezclas Calsa para panificación, línea Panaderia, presentación comercial de 18 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
73181145,LP. PREM. BUDIN BASE HUM VAIN CJ 6X3KG,174600,370,6,caja,unidad,BI,Premezclas,Pasteleria,Caja,. prem. budin base hum vain cj 6x3kg|premezclas|pasteleria|. prem. budin base hum vain cj 6x3kg por caja,0.726,0.6,"Premezclas Calsa para panificación, línea Pasteleria, presentación comercial de 18 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
73044144,LP PREM. FACTURAS Y MEDIALUNAS CJ2X10 KG,197100,370,2,caja,unidad,BI,Premezclas,Panaderia,Caja,prem. facturas y medialunas cj2x10 kg|premezclas|panaderia|prem. facturas y medialunas cj2x10 kg por caja,0.724,0.6,"Premezclas Calsa para panificación, línea Panaderia, presentación comercial de 20 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
72421156,LP ESENCIA LIMON CJ 6X2 LT,35600,370,6,caja,unidad,BI,Esencias y Colorantes,Esencias,Caja,esencia limon cj 6x2 lt|esencias y colorantes|esencias|esencia limon cj 6x2 lt por caja,0.724,0.6,"Esencias y Colorantes Calsa para panificación, línea Esencias, presentación comercial de 12 l.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
72980022,LP KOLAROMA CHOCO. BIDON 1 LT,28100,370,1,bidon,unidad,BI,Esencias y Colorantes,Esencia & Color,Bidon,kolaroma choco. bidon 1 lt|esencias y colorantes|esencia & color|kolaroma choco. bidon 1 lt por bidon,0.723,0.6,"Esencias y Colorantes Calsa para panificación, línea Esencia & Color, presentación comercial de 1 l.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
73167145,I360 PREM. BROWNIE. CJ6X3KG,174000,370,6,caja,unidad,BI,Premezclas,Pasteleria,Caja,prem. brownie. cj6x3kg|premezclas|pasteleria|prem. brownie. cj6x3kg por caja,0.722,0.6,"Premezclas Calsa para panificación, línea Pasteleria, presentación comercial de 18 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
72940022,LP KOLAROMA FRUTILLA BIDON 1 LT,26600,370,1,bidon,unidad,BI,Esencias y Colorantes,Esencia & Color,Bidon,kolaroma frutilla bidon 1 lt|esencias y colorantes|esencia & color|kolaroma frutilla bidon 1 lt por bidon,0.721,0.6,"Esencias y Colorantes Calsa para panificación, línea Esencia & Color, presentación comercial de 1 l.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
21010144,LP HAR. DE MALTA MALTARINA CJ2X10 KG,132100,370,2,caja,unidad,BI,Extractos y harinas de malta,Harinas,Caja,har. de malta maltarina cj2x10 kg|extractos y harinas de malta|harinas|har. de malta maltarina cj2x10 kg por caja,0.719,0.6,"Extractos y harinas de malta Calsa para panificación, línea Harinas, presentación comercial de 20 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
72809169,FLEISCH. CREMA VEGETAL VAIN. PACK X1 LT,11400,360,1,estuche,unidad,BI,Cremas,UHT,Estuche,fleisch. crema vegetal vain. pack x1 lt|cremas|uht|fleisch. crema vegetal vain. pack x1 lt por estuche,0.718,0.6,"Cremas Calsa para panificación, línea UHT, presentación comercial de 1 l.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
72690193,LP CHIPS SEMIAMARGO CAJA 4X1 KG,11900,360,1,caja,unidad,BI,Chocolates,Grageados/Granillo,Caja,chips semiamargo caja 4x1 kg|chocolates|grageados/granillo|chips semiamargo caja 4x1 kg por caja,0.718,0.6,"Chocolates Calsa para panificación, línea Grageados/Granillo, presentación comercial de 1 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
73164145,I360 PREM. MUFFIN VAIN. CJ6X3K,205300,360,1,caja,unidad,BI,Premezclas,Pasteleria,Caja,prem. muffin vain. cj6x3k|premezclas|pasteleria|prem. muffin vain. cj6x3k por caja,0.717,0.6,"Premezclas Calsa para panificación, línea Pasteleria, presentación comercial de 20 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
15018082,MAURIPAN LEV. SECA MD CJ 20 PAQ 500G,245400,360,20,caja,unidad,Levadura,Seca,HADY,Caja,mauripan lev. seca md cj 20 paq 500g|seca|hady|mauripan lev. seca md cj 20 paq 500g por caja,0.716,0.6,"Seca Calsa para panificación, línea HADY, presentación comercial de 10 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
61010034,LP POLVO PARA HORNEAR FLOR BOLSA X 4KG,37800,360,1,bolsa,unidad,BI,Polvo de hornear y otros aditi,Polvo de Hornear,Bolsa,polvo para hornear flor bolsa x 4kg|polvo de hornear y otros aditi|polvo de hornear|polvo para hornear flor bolsa x 4kg por bolsa,0.714,0.6,"Polvo de hornear y otros aditi Calsa para panificación, línea Polvo de Hornear, presentación comercial de 4 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
73038145,LP PREM. BIZCOCHUELO CHOCO. CJ6X3 KG,187900,360,6,caja,unidad,BI,Premezclas,Pasteleria,Caja,prem. bizcochuelo choco. cj6x3 kg|premezclas|pasteleria|prem. bizcochuelo choco. cj6x3 kg por caja,0.714,0.6,"Premezclas Calsa para panificación, línea Pasteleria, presentación comercial de 18 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
11054190,LEV. PRENS. FAMILIAR c/MM -CJ/8D/10P/50,43600,360,80,caja,unidad,Levadura,Fresca,Prensada,Caja,lev. prens. familiar c/mm -cj/8d/10p/50|fresca|prensada|lev. prens. familiar c/mm -cj/8d/10p/50 por caja,0.713,0.6,"Fresca Calsa para panificación, línea Prensada, presentación comercial de 4 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
72950022,LP KOLAROMA VAIN. BIDON 1 LT,25200,360,1,bidon,unidad,BI,Esencias y Colorantes,Esencia & Color,Bidon,kolaroma vain. bidon 1 lt|esencias y colorantes|esencia & color|kolaroma vain. bidon 1 lt por bidon,0.713,0.6,"Esencias y Colorantes Calsa para panificación, línea Esencia & Color, presentación comercial de 1 l.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
11044181,CALSA LPF AMASA FACIL CJ 4D/20FP/50G,44300,360,80,caja,unidad,Levadura,Fresca,Prensada,Caja,calsa lpf amasa facil cj 4d/20fp/50g|fresca|prensada|calsa lpf amasa facil cj 4d/20fp/50g por caja,0.712,0.6,"Fresca Calsa para panificación, línea Prensada, presentación comercial de 4 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
22015112,LP MEJ DIASTASICO BALDE X28KG,186500,360,1,balde,unidad,BI,Extractos y harinas de malta,Extractos.,Balde,mej diastasico balde x28kg|extractos y harinas de malta|extractos.|mej diastasico balde x28kg por balde,0.712,0.6,"Extractos y harinas de malta Calsa para panificación, línea Extractos., presentación comercial de 28 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
73108208,I360 PREM. PAN CON SEMILLAS CAJ 4x5 KG,50600,360,1,caja,unidad,BI,Premezclas,Pasteleria,Caja,prem. pan con semillas caj 4x5 kg|premezclas|pasteleria|prem. pan con semillas caj 4x5 kg por caja,0.712,0.6,"Premezclas Calsa para panificación, línea Pasteleria, presentación comercial de 5 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
40027015,SUPER MARG. HOJAL ** CJ2PILX10KG - 100A,143200,360,2,caja,unidad,Grasos,Margarinas,Hojaldre,Caja,super marg. hojal ** cj2pilx10kg -|margarinas|hojaldre|super marg. hojal ** cj2pilx10kg - por caja,0.711,0.6,"Margarinas Calsa para panificación, línea Hojaldre, presentación comercial de 20 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
73108157,I360 PREM. PAN CON SEMILLAS BOL 5 KG,51000,360,1,bolsa,unidad,BI,Premezclas,Panaderia,Bolsa,prem. pan con semillas bol 5 kg|premezclas|panaderia|prem. pan con semillas bol 5 kg por bolsa,0.708,0.6,"Premezclas Calsa para panificación, línea Panaderia, presentación comercial de 5 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
34322093,LIBERTINA GRASA CJX20KG,125500,360,1,caja,unidad,Grasos,Grasas/Shortenings,Refinada Dura,Caja,libertina grasa cjx20kg|grasas/shortenings|refinada dura|libertina grasa cjx20kg por caja,0.708,0.6,"Grasas/Shortenings Calsa para panificación, línea Refinada Dura, presentación comercial de 20 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
32001093,HORNITO GRASA AO CJX20KG,128800,360,1,caja,unidad,Grasos,Grasas/Shortenings,Refinada Blanda,Caja,hornito grasa ao cjx20kg|grasas/shortenings|refinada blanda|hornito grasa ao cjx20kg por caja,0.705,0.6,"Grasas/Shortenings Calsa para panificación, línea Refinada Blanda, presentación comercial de 20 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
21010042,LP HAR. DE MALTA MALTARINA BOL X10 KG,71200,360,1,bolsa,unidad,BI,Extractos y harinas de malta,Harinas,Bolsa,har. de malta maltarina bol x10 kg|extractos y harinas de malta|harinas|har. de malta maltarina bol x10 kg por bolsa,0.704,0.6,"Extractos y harinas de malta Calsa para panificación, línea Harinas, presentación comercial de 10 kg.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
72441156,LP ESENCIA COCO CJ 6X2 LT,33200,360,6,caja,unidad,BI,Esencias y Colorantes,Esencias,Caja,esencia coco cj 6x2 lt|esencias y colorantes|esencias|esencia coco cj 6x2 lt por caja,0.703,0.6,"Esencias y Colorantes Calsa para panificación, línea Esencias, presentación comercial de 12 l.",,True,False,LISTA PRODUCTOS AL 23092026 + ventas 2024-2026
