product_code,nombre,precio_lista_1,stock,unidades_por_bulto,unidad_minima_de_venta,umv_tipo,categoria_1,categoria_2,categoria_3,categoria_4,aliases,rotacion_index,mental_priority,descripcion,image_url,en_catalogo,is_mock,fuente_hoja
1162,LIMPIADOR ABRILLANTADOR DE METALES (INOXIDABLE Y ALUMINIO) — 5 L,4920.0,300,1,unidad,unidad,Automotriz,Limpieza,Dinamic,5 L,1162|limpiador abrillantador de metales (inoxidable y aluminio)|limpieza|5 l|dinamic|dinamicquim|limpiador|abrillantador|metales|inoxidable,0.62,0.57,"Producto automotor Limpiador Abrillantador De Metales (Inoxidable Y Aluminio), marca Dinamic, 5 L, listo para usar.",,True,True,pagina-1
1164,JABON MANOS DESENGRASANTE P/ TALLERES — 5 L,5670.0,300,1,unidad,unidad,Automotriz,Limpieza,Dinamic,5 L,1164|jabon manos desengrasante p/ talleres|limpieza|5 l|dinamic|dinamicquim|jabon|manos|desengrasante|talleres,0.62,0.57,"Producto automotor Jabon Manos Desengrasante P/ Talleres, marca Dinamic, 5 L, listo para usar.",,True,True,pagina-1
1181,DESMANCHADOR LIMPIA ALFOMBRA APC — 5 L,5200.0,300,1,unidad,unidad,Automotriz,Limpieza,Dinamic,5 L,1181|desmanchador limpia alfombra apc|limpieza|5 l|dinamic|dinamicquim|desmanchador|limpia|alfombra|apc,0.62,0.57,"Producto automotor Desmanchador Limpia Alfombra Apc, marca Dinamic, 5 L, listo para usar.",,True,True,pagina-1
1300,DESENGRASANTE MOTORES FORCE X PREMIUM — 5 L,5100.0,300,1,unidad,unidad,Automotriz,Limpieza,Dinamic,5 L,1300|desengrasante motores force x premium|limpieza|5 l|dinamic|dinamicquim|desengrasante|motores|force|premium,0.62,0.57,"Producto automotor Desengrasante Motores Force X Premium, marca Dinamic, 5 L, listo para usar.",,True,True,pagina-1
133,PERFUMES P/TAPIZADOS AUTOS — 20 L,2960.0,300,1,unidad,unidad,Automotriz,Limpieza,Dinamic,20 L,133|perfumes p/tapizados autos|limpieza|20 l|dinamic|dinamicquim|perfumes|tapizados|autos,0.62,0.57,"Producto automotor Perfumes P/Tapizados Autos, marca Dinamic, 20 L, listo para usar.",,True,True,pagina-1
162,LIMPIADOR ABRILLANTADOR DE METALES (INOXIDABLE Y ALUMINIO) — 20 L,4300.0,300,1,unidad,unidad,Automotriz,Limpieza,Dinamic,20 L,162|limpiador abrillantador de metales (inoxidable y aluminio)|limpieza|20 l|dinamic|dinamicquim|limpiador|abrillantador|metales|inoxidable,0.62,0.57,"Producto automotor Limpiador Abrillantador De Metales (Inoxidable Y Aluminio), marca Dinamic, 20 L, listo para usar.",,True,True,pagina-1
164,JABON MANOS DESENGRASANTE P/ TALLERES — 20 L,4940.0,300,1,unidad,unidad,Automotriz,Limpieza,Dinamic,20 L,164|jabon manos desengrasante p/ talleres|limpieza|20 l|dinamic|dinamicquim|jabon|manos|desengrasante|talleres,0.62,0.57,"Producto automotor Jabon Manos Desengrasante P/ Talleres, marca Dinamic, 20 L, listo para usar.",,True,True,pagina-1
181,DESMANCHADOR LIMPIA ALFOMBRA APC — 20 L,4590.0,300,1,unidad,unidad,Automotriz,Limpieza,Dinamic,20 L,181|desmanchador limpia alfombra apc|limpieza|20 l|dinamic|dinamicquim|desmanchador|limpia|alfombra|apc,0.62,0.57,"Producto automotor Desmanchador Limpia Alfombra Apc, marca Dinamic, 20 L, listo para usar.",,True,True,pagina-1
2,SHAMPOO P/ AUTOMOTOR C/ ABRILLANTADOR — 20 L,1657.0,300,1,unidad,unidad,Automotriz,Limpieza,Dinamic,20 L,2|shampoo p/ automotor c/ abrillantador|limpieza|20 l|dinamic|dinamicquim|shampoo|automotor|abrillantador,0.62,0.57,"Producto automotor Shampoo P/ Automotor C/ Abrillantador, marca Dinamic, 20 L, listo para usar.",,True,True,pagina-1
2002,SHAMPOO P/ AUTOMOTOR C/ ABRILLANTADOR — 1 L,2700.0,300,1,unidad,unidad,Automotriz,Limpieza,Dinamic,1 L,2002|shampoo p/ automotor c/ abrillantador|limpieza|1 l|dinamic|dinamicquim|shampoo|automotor|abrillantador,0.62,0.57,"Producto automotor Shampoo P/ Automotor C/ Abrillantador, marca Dinamic, 1 L, listo para usar.",,True,True,pagina-1
2003,REVIVIDOR SILICONADO INTERIOR — 1 L,7083.0,300,1,unidad,unidad,Automotriz,Limpieza,Dinamic,1 L,2003|revividor siliconado interior|limpieza|1 l|dinamic|dinamicquim|revividor|siliconado|interior,0.62,0.57,"Producto automotor Revividor Siliconado Interior, marca Dinamic, 1 L, listo para usar.",,True,True,pagina-1
2004,ESPUMA ACTIVA P/ CARROSERIA CONCENTRADA — 1 L,4200.0,300,1,unidad,unidad,Automotriz,Limpieza,Dinamic,1 L,2004|espuma activa p/ carroseria concentrada|limpieza|1 l|dinamic|dinamicquim|espuma|activa|carroseria|concentrada,0.62,0.57,"Producto automotor Espuma Activa P/ Carroseria Concentrada, marca Dinamic, 1 L, dilución 1+4.",,True,True,pagina-1
2005,RENOVADOR CAUCHO EXTRA (ROSA) — 1 L,3750.0,300,1,unidad,unidad,Automotriz,Limpieza,Dinamic,1 L,2005|renovador caucho extra (rosa)|limpieza|1 l|dinamic|dinamicquim|renovador|caucho|extra|rosa,0.62,0.57,"Producto automotor Renovador Caucho Extra (Rosa), marca Dinamic, 1 L, listo para usar.",,True,True,pagina-1
2006,RENOVADOR CAUCHO NEGRO — 1 L,3750.0,300,1,unidad,unidad,Automotriz,Limpieza,Dinamic,1 L,2006|renovador caucho negro|limpieza|1 l|dinamic|dinamicquim|renovador|caucho|negro,0.62,0.57,"Producto automotor Renovador Caucho Negro, marca Dinamic, 1 L, listo para usar.",,True,True,pagina-1
2007,QUITABICHOS/ LAVA LONAS — 1 L,2830.0,300,1,unidad,unidad,Automotriz,Limpieza,Dinamic,1 L,2007|quitabichos/ lava lonas|limpieza|1 l|dinamic|dinamicquim|quitabichos|lava|lonas,0.62,0.57,"Producto automotor Quitabichos/ Lava Lonas, marca Dinamic, 1 L, dilución 1+1.",,True,True,pagina-1
2133,PERFUMES P/TAPIZADOS AUTOS — 1 L,4220.0,300,1,unidad,unidad,Automotriz,Limpieza,Dinamic,1 L,2133|perfumes p/tapizados autos|limpieza|1 l|dinamic|dinamicquim|perfumes|tapizados|autos,0.62,0.57,"Producto automotor Perfumes P/Tapizados Autos, marca Dinamic, 1 L, listo para usar.",,True,True,pagina-1
2162,LIMPIADOR ABRILLANTADOR DE METALES (INOXIDABLE Y ALUMINIO) — 1 L,5220.0,300,1,unidad,unidad,Automotriz,Limpieza,Dinamic,1 L,2162|limpiador abrillantador de metales (inoxidable y aluminio)|limpieza|1 l|dinamic|dinamicquim|limpiador|abrillantador|metales|inoxidable,0.62,0.57,"Producto automotor Limpiador Abrillantador De Metales (Inoxidable Y Aluminio), marca Dinamic, 1 L, listo para usar.",,True,True,pagina-1
2164,JABON MANOS DESENGRASANTE P/ TALLERES — 1 L,7240.0,300,1,unidad,unidad,Automotriz,Limpieza,Dinamic,1 L,2164|jabon manos desengrasante p/ talleres|limpieza|1 l|dinamic|dinamicquim|jabon|manos|desengrasante|talleres,0.62,0.57,"Producto automotor Jabon Manos Desengrasante P/ Talleres, marca Dinamic, 1 L, listo para usar.",,True,True,pagina-1
2181,DESMANCHADOR LIMPIA ALFOMBRA APC — 1 L,6250.0,300,1,unidad,unidad,Automotriz,Limpieza,Dinamic,1 L,2181|desmanchador limpia alfombra apc|limpieza|1 l|dinamic|dinamicquim|desmanchador|limpia|alfombra|apc,0.62,0.57,"Producto automotor Desmanchador Limpia Alfombra Apc, marca Dinamic, 1 L, listo para usar.",,True,True,pagina-1
2300,DESENGRASANTE MOTORES FORCE X PREMIUM — 1 L,5955.0,300,1,unidad,unidad,Automotriz,Limpieza,Dinamic,1 L,2300|desengrasante motores force x premium|limpieza|1 l|dinamic|dinamicquim|desengrasante|motores|force|premium,0.62,0.57,"Producto automotor Desengrasante Motores Force X Premium, marca Dinamic, 1 L, listo para usar.",,True,True,pagina-1
3,REVIVIDOR SILICONADO INTERIOR — 20 L,5210.0,300,1,unidad,unidad,Automotriz,Limpieza,Dinamic,20 L,3|revividor siliconado interior|limpieza|20 l|dinamic|dinamicquim|revividor|siliconado|interior,0.62,0.57,"Producto automotor Revividor Siliconado Interior, marca Dinamic, 20 L, listo para usar.",,True,True,pagina-1
300,DESENGRASANTE MOTORES FORCE X PREMIUM — 20 L,4495.0,300,1,unidad,unidad,Automotriz,Limpieza,Dinamic,20 L,300|desengrasante motores force x premium|limpieza|20 l|dinamic|dinamicquim|desengrasante|motores|force|premium,0.62,0.57,"Producto automotor Desengrasante Motores Force X Premium, marca Dinamic, 20 L, listo para usar.",,True,True,pagina-1
4,ESPUMA ACTIVA P/ CARROSERIA CONCENTRADA — 20 L,3070.0,300,1,unidad,unidad,Automotriz,Limpieza,Dinamic,20 L,4|espuma activa p/ carroseria concentrada|limpieza|20 l|dinamic|dinamicquim|espuma|activa|carroseria|concentrada,0.62,0.57,"Producto automotor Espuma Activa P/ Carroseria Concentrada, marca Dinamic, 20 L, dilución 1+4.",,True,True,pagina-1
5,RENOVADOR CAUCHO EXTRA (ROSA) — 20 L,2605.0,300,1,unidad,unidad,Automotriz,Limpieza,Dinamic,20 L,5|renovador caucho extra (rosa)|limpieza|20 l|dinamic|dinamicquim|renovador|caucho|extra|rosa,0.62,0.57,"Producto automotor Renovador Caucho Extra (Rosa), marca Dinamic, 20 L, listo para usar.",,True,True,pagina-1
6,RENOVADOR CAUCHO NEGRO — 20 L,2605.0,300,1,unidad,unidad,Automotriz,Limpieza,Dinamic,20 L,6|renovador caucho negro|limpieza|20 l|dinamic|dinamicquim|renovador|caucho|negro,0.62,0.57,"Producto automotor Renovador Caucho Negro, marca Dinamic, 20 L, listo para usar.",,True,True,pagina-1
7,QUITABICHOS/ LAVA LONAS — 20 L,1590.0,300,1,unidad,unidad,Automotriz,Limpieza,Dinamic,20 L,7|quitabichos/ lava lonas|limpieza|20 l|dinamic|dinamicquim|quitabichos|lava|lonas,0.62,0.57,"Producto automotor Quitabichos/ Lava Lonas, marca Dinamic, 20 L, dilución 1+1.",,True,True,pagina-1
1029,DESENGRASANTE AMONIACAL MULTIUSO VERDE 1+2 — 5 L,2000.0,300,1,unidad,unidad,Desengrasantes,Industrial,Dinamic,5 L,1029|desengrasante amoniacal multiuso verde 1+2|industrial|5 l|dinamic|dinamicquim|desengrasante|amoniacal|multiuso|verde,0.62,0.57,"Desengrasante Desengrasante Amoniacal Multiuso Verde 1+2, marca Dinamic, 5 L, dilución 1+2.",,True,True,pagina-1
1030,DESENG .BLANCO CREMOSO (CIF) — 5 L,1775.0,300,1,unidad,unidad,Desengrasantes,Industrial,Dinamic,5 L,1030|deseng .blanco cremoso (cif)|industrial|5 l|dinamic|dinamicquim|deseng|blanco|cremoso|cif,0.62,0.57,"Desengrasante Deseng .Blanco Cremoso (Cif), marca Dinamic, 5 L, listo para usar.",,True,True,pagina-1
1031,DES.DESCARBONIZANTE SÓDICO (P/BANDEJA/FRITERAS) SUPER EFECTIVO — 5 L,3200.0,300,1,unidad,unidad,Desengrasantes,Industrial,Dinamic,5 L,1031|des.descarbonizante sódico (p/bandeja/friteras) super efectivo|industrial|5 l|dinamic|dinamicquim|des|descarbonizante|sódico|bandeja,0.62,0.57,"Desengrasante Des.Descarbonizante Sódico (P/Bandeja/Friteras) , marca Dinamic, 5 L, listo para usar.",,True,True,pagina-1
1032,DESENGRASANTE AMONIACAL MULTIUSO NARANJA 1+2 — 5 L,2000.0,300,1,unidad,unidad,Desengrasantes,Industrial,Dinamic,5 L,1032|desengrasante amoniacal multiuso naranja 1+2|industrial|5 l|dinamic|dinamicquim|desengrasante|amoniacal|multiuso|naranja,0.62,0.57,"Desengrasante Desengrasante Amoniacal Multiuso Naranja 1+2, marca Dinamic, 5 L, dilución 1+2.",,True,True,pagina-1
1151,DES. INDUSTRIAL CREMOSO/GEL — 5 L,3440.0,300,1,unidad,unidad,Desengrasantes,Industrial,Dinamic,5 L,1151|des. industrial cremoso/gel|industrial|5 l|dinamic|dinamicquim|des|cremoso|gel,0.62,0.57,"Desengrasante Des. Industrial Cremoso/Gel, marca Dinamic, 5 L, listo para usar.",,True,True,pagina-1
1154,DESENG. GASTROMICO C/ BASE DE TERPERNO (GRASA ANIMAL/VEGETAL) — 5 L,5620.0,300,1,unidad,unidad,Desengrasantes,Industrial,Dinamic,5 L,1154|deseng. gastromico c/ base de terperno (grasa animal/vegetal)|industrial|5 l|dinamic|dinamicquim|deseng|gastromico|base|terperno,0.62,0.57,"Desengrasante Deseng. Gastromico C/ Base De Terperno (Grasa Animal/Vegetal), marca Dinamic, 5 L, dilución 1+1.",,True,True,pagina-1
1161,DESENG. MOTORES- GEL 1+2 — 5 L,3440.0,300,1,unidad,unidad,Desengrasantes,Industrial,Dinamic,5 L,1161|deseng. motores- gel 1+2|industrial|5 l|dinamic|dinamicquim|deseng|motores|gel|1+2,0.62,0.57,"Desengrasante Deseng. Motores- Gel 1+2, marca Dinamic, 5 L, dilución 1+1.",,True,True,pagina-1
151,DES. INDUSTRIAL CREMOSO/GEL — 20 L,3125.0,300,1,unidad,unidad,Desengrasantes,Industrial,Dinamic,20 L,151|des. industrial cremoso/gel|industrial|20 l|dinamic|dinamicquim|des|cremoso|gel,0.62,0.57,"Desengrasante Des. Industrial Cremoso/Gel, marca Dinamic, 20 L, listo para usar.",,True,True,pagina-1
154,DESENG. GASTROMICO C/ BASE DE TERPERNO (GRASA ANIMAL/VEGETAL) — 20 L,4940.0,300,1,unidad,unidad,Desengrasantes,Industrial,Dinamic,20 L,154|deseng. gastromico c/ base de terperno (grasa animal/vegetal)|industrial|20 l|dinamic|dinamicquim|deseng|gastromico|base|terperno,0.62,0.57,"Desengrasante Deseng. Gastromico C/ Base De Terperno (Grasa Animal/Vegetal), marca Dinamic, 20 L, dilución 1+1.",,True,True,pagina-1
161,DESENG. MOTORES- GEL 1+2 — 20 L,3125.0,300,1,unidad,unidad,Desengrasantes,Industrial,Dinamic,20 L,161|deseng. motores- gel 1+2|industrial|20 l|dinamic|dinamicquim|deseng|motores|gel|1+2,0.62,0.57,"Desengrasante Deseng. Motores- Gel 1+2, marca Dinamic, 20 L, dilución 1+1.",,True,True,pagina-1
2029,DESENGRASANTE AMONIACAL MULTIUSO VERDE 1+2 — 1 L,2425.0,300,1,unidad,unidad,Desengrasantes,Industrial,Dinamic,1 L,2029|desengrasante amoniacal multiuso verde 1+2|industrial|1 l|dinamic|dinamicquim|desengrasante|amoniacal|multiuso|verde,0.62,0.57,"Desengrasante Desengrasante Amoniacal Multiuso Verde 1+2, marca Dinamic, 1 L, dilución 1+2.",,True,True,pagina-1
2030,DESENG .BLANCO CREMOSO (CIF) — 1 L,2505.0,300,1,unidad,unidad,Desengrasantes,Industrial,Dinamic,1 L,2030|deseng .blanco cremoso (cif)|industrial|1 l|dinamic|dinamicquim|deseng|blanco|cremoso|cif,0.62,0.57,"Desengrasante Deseng .Blanco Cremoso (Cif), marca Dinamic, 1 L, listo para usar.",,True,True,pagina-1
2031,DES.DESCARBONIZANTE SÓDICO (P/BANDEJA/FRITERAS) SUPER EFECTIVO — 1 L,4000.0,300,1,unidad,unidad,Desengrasantes,Industrial,Dinamic,1 L,2031|des.descarbonizante sódico (p/bandeja/friteras) super efectivo|industrial|1 l|dinamic|dinamicquim|des|descarbonizante|sódico|bandeja,0.62,0.57,"Desengrasante Des.Descarbonizante Sódico (P/Bandeja/Friteras) , marca Dinamic, 1 L, listo para usar.",,True,True,pagina-1
2032,DESENGRASANTE AMONIACAL MULTIUSO NARANJA 1+2 — 1 L,2425.0,300,1,unidad,unidad,Desengrasantes,Industrial,Dinamic,1 L,2032|desengrasante amoniacal multiuso naranja 1+2|industrial|1 l|dinamic|dinamicquim|desengrasante|amoniacal|multiuso|naranja,0.62,0.57,"Desengrasante Desengrasante Amoniacal Multiuso Naranja 1+2, marca Dinamic, 1 L, dilución 1+2.",,True,True,pagina-1
2151,DES. INDUSTRIAL CREMOSO/GEL — 1 L,4280.0,300,1,unidad,unidad,Desengrasantes,Industrial,Dinamic,1 L,2151|des. industrial cremoso/gel|industrial|1 l|dinamic|dinamicquim|des|cremoso|gel,0.62,0.57,"Desengrasante Des. Industrial Cremoso/Gel, marca Dinamic, 1 L, listo para usar.",,True,True,pagina-1
2154,DESENG. GASTROMICO C/ BASE DE TERPERNO (GRASA ANIMAL/VEGETAL) — 1 L,7320.0,300,1,unidad,unidad,Desengrasantes,Industrial,Dinamic,1 L,2154|deseng. gastromico c/ base de terperno (grasa animal/vegetal)|industrial|1 l|dinamic|dinamicquim|deseng|gastromico|base|terperno,0.62,0.57,"Desengrasante Deseng. Gastromico C/ Base De Terperno (Grasa Animal/Vegetal), marca Dinamic, 1 L, dilución 1+1.",,True,True,pagina-1
2161,DESENG. MOTORES- GEL 1+2 — 1 L,4280.0,300,1,unidad,unidad,Desengrasantes,Industrial,Dinamic,1 L,2161|deseng. motores- gel 1+2|industrial|1 l|dinamic|dinamicquim|deseng|motores|gel|1+2,0.62,0.57,"Desengrasante Deseng. Motores- Gel 1+2, marca Dinamic, 1 L, dilución 1+1.",,True,True,pagina-1
29,DESENGRASANTE AMONIACAL MULTIUSO VERDE 1+2 — 20 L,1810.0,300,1,unidad,unidad,Desengrasantes,Industrial,Dinamic,20 L,29|desengrasante amoniacal multiuso verde 1+2|industrial|20 l|dinamic|dinamicquim|desengrasante|amoniacal|multiuso|verde,0.62,0.57,"Desengrasante Desengrasante Amoniacal Multiuso Verde 1+2, marca Dinamic, 20 L, dilución 1+2.",,True,True,pagina-1
30,DESENG .BLANCO CREMOSO (CIF) — 20 L,1570.0,300,1,unidad,unidad,Desengrasantes,Industrial,Dinamic,20 L,30|deseng .blanco cremoso (cif)|industrial|20 l|dinamic|dinamicquim|deseng|blanco|cremoso|cif,0.62,0.57,"Desengrasante Deseng .Blanco Cremoso (Cif), marca Dinamic, 20 L, listo para usar.",,True,True,pagina-1
31,DES.DESCARBONIZANTE SÓDICO (P/BANDEJA/FRITERAS) SUPER EFECTIVO — 20 L,2500.0,300,1,unidad,unidad,Desengrasantes,Industrial,Dinamic,20 L,31|des.descarbonizante sódico (p/bandeja/friteras) super efectivo|industrial|20 l|dinamic|dinamicquim|des|descarbonizante|sódico|bandeja,0.62,0.57,"Desengrasante Des.Descarbonizante Sódico (P/Bandeja/Friteras) , marca Dinamic, 20 L, listo para usar.",,True,True,pagina-1
32,DESENGRASANTE AMONIACAL MULTIUSO NARANJA 1+2 — 20 L,1810.0,300,1,unidad,unidad,Desengrasantes,Industrial,Dinamic,20 L,32|desengrasante amoniacal multiuso naranja 1+2|industrial|20 l|dinamic|dinamicquim|desengrasante|amoniacal|multiuso|naranja,0.62,0.57,"Desengrasante Desengrasante Amoniacal Multiuso Naranja 1+2, marca Dinamic, 20 L, dilución 1+2.",,True,True,pagina-1
1033,DET. ULTRA PREMIUM AL 30% LISTO — 5 L,1890.0,409,1,unidad,unidad,Detergentes,Lavavajillas,Dinamic,5 L,1033|det. ultra premium al 30% listo|lavavajillas|5 l|dinamic|dinamicquim|det|ultra|premium|listo,0.88,0.83,"Detergente lavavajillas Det. Ultra Premium Al 30% Listo, marca Dinamic, 5 L, listo para usar.",,True,True,pagina-1
1034,DET. LAVAVAJILLA FLUOR — 5 L,1580.0,409,1,unidad,unidad,Detergentes,Lavavajillas,Dinamic,5 L,1034|det. lavavajilla fluor|lavavajillas|5 l|dinamic|dinamicquim|det|lavavajilla|fluor,0.88,0.83,"Detergente lavavajillas Det. Lavavajilla Fluor, marca Dinamic, 5 L, listo para usar.",,True,True,pagina-1
1035,DET. LAVAVAJILLA AMARILLO — 5 L,1580.0,409,1,unidad,unidad,Detergentes,Lavavajillas,Dinamic,5 L,1035|det. lavavajilla amarillo|lavavajillas|5 l|dinamic|dinamicquim|det|lavavajilla|amarillo,0.88,0.83,"Detergente lavavajillas Det. Lavavajilla Amarillo, marca Dinamic, 5 L, listo para usar.",,True,True,pagina-1
1036,DET. LAVAVAJILLA VERDE — 5 L,1580.0,409,1,unidad,unidad,Detergentes,Lavavajillas,Dinamic,5 L,1036|det. lavavajilla verde|lavavajillas|5 l|dinamic|dinamicquim|det|lavavajilla|verde,0.88,0.83,"Detergente lavavajillas Det. Lavavajilla Verde, marca Dinamic, 5 L, listo para usar.",,True,True,pagina-1
1037,DET. LAVAVAJILLA CREMOSO — 5 L,1580.0,409,1,unidad,unidad,Detergentes,Lavavajillas,Dinamic,5 L,1037|det. lavavajilla cremoso|lavavajillas|5 l|dinamic|dinamicquim|det|lavavajilla|cremoso,0.88,0.83,"Detergente lavavajillas Det. Lavavajilla Cremoso, marca Dinamic, 5 L, listo para usar.",,True,True,pagina-1
1038,DETERGENTE CONCENTRADO 1+2 — 5 L,3720.0,409,1,unidad,unidad,Detergentes,Lavavajillas,Dinamic,5 L,1038|detergente concentrado 1+2|lavavajillas|5 l|dinamic|dinamicquim|detergente|concentrado|1+2,0.88,0.83,"Detergente lavavajillas Detergente Concentrado 1+2, marca Dinamic, 5 L, dilución 1+2.",,True,True,pagina-1
1137,DET. LAVAVAJILLA NARANJA — 5 L,1580.0,409,1,unidad,unidad,Detergentes,Lavavajillas,Dinamic,5 L,1137|det. lavavajilla naranja|lavavajillas|5 l|dinamic|dinamicquim|det|lavavajilla|naranja,0.88,0.83,"Detergente lavavajillas Det. Lavavajilla Naranja, marca Dinamic, 5 L, listo para usar.",,True,True,pagina-1
1138,DET GASTRONOMICO ESPECIALIZADO X3 CONCENTRADO — 5 L,2200.0,409,1,unidad,unidad,Detergentes,Lavavajillas,Dinamic,5 L,1138|det gastronomico especializado x3 concentrado|lavavajillas|5 l|dinamic|dinamicquim|det|gastronomico|especializado|concentrado,0.88,0.83,"Detergente lavavajillas Det Gastronomico Especializado X3 Concentrado, marca Dinamic, 5 L, listo para usar.",,True,True,pagina-1
1235,DET. LAVAVAJILLAS AROMA LIMON — 5 L,1580.0,409,1,unidad,unidad,Detergentes,Lavavajillas,Dinamic,5 L,1235|det. lavavajillas aroma limon|lavavajillas|5 l|dinamic|dinamicquim|det|aroma|limon,0.88,0.83,"Detergente lavavajillas Det. Lavavajillas Aroma Limon, marca Dinamic, 5 L, listo para usar.",,True,True,pagina-1
137,DET. LAVAVAJILLA NARANJA — 20 L,1220.0,409,1,unidad,unidad,Detergentes,Lavavajillas,Dinamic,20 L,137|det. lavavajilla naranja|lavavajillas|20 l|dinamic|dinamicquim|det|lavavajilla|naranja,0.88,0.83,"Detergente lavavajillas Det. Lavavajilla Naranja, marca Dinamic, 20 L, listo para usar.",,True,True,pagina-1
138,DET GASTRONOMICO ESPECIALIZADO X3 CONCENTRADO — 20 L,1885.0,409,1,unidad,unidad,Detergentes,Lavavajillas,Dinamic,20 L,138|det gastronomico especializado x3 concentrado|lavavajillas|20 l|dinamic|dinamicquim|det|gastronomico|especializado|concentrado,0.88,0.83,"Detergente lavavajillas Det Gastronomico Especializado X3 Concentrado, marca Dinamic, 20 L, listo para usar.",,True,True,pagina-1
