product_code,nombre,descripcion
2042,CERA ACRILICA NATURAL AUTOBRILLO — 1 L,"Producto para pisos Cera Acrilica Natural Autobrillo, marca Dinamic, 1 L, dilución 1+4."
2070,CIPERMETRINA P/ DILUIR ( K-OTRINA ) EMULSIONADA DILUSION 1/20 LTS — 1 L,"Producto para pisos Cipermetrina P/ Diluir ( K-Otrina ) Emulsionada Dilusion, marca Dinamic, 1 L, dilución 1 LT + 20."
2181,DESMANCHADOR LIMPIA ALFOMBRA APC — 1 L,"Producto automotor Desmanchador Limpia Alfombra Apc, marca Dinamic, 1 L, listo para usar."
25,CLORO AL 104% — 5 L,"Producto de limpieza Cloro Al 104%, marca Dinamic, 5 L, listo para usar."
3075,ALGUICIDA CONCENTRADO 1+3 BIDON — 5 LT,"Producto para pileta Alguicida Concentrado 1+3 Bidon, marca Dinamic, 5 LT, listo para usar."
450,BIDON POL. X 5 LTS — UNIDAD,"Envase plástico Bidon Pol. X 5 Lts, marca Dinamic, unidad, listo para usar."
451,BIDON PLASTICO X 20LT — UNIDAD,"Envase plástico Bidon Plastico X 20Lt, marca Dinamic, unidad, listo para usar."
87,DESTAPACAÑERIAS — 5 L,"Producto de limpieza Destapacañerias, marca Dinamic, 5 L, listo para usar."
1002,SHAMPOO P/ AUTOMOTOR C/ ABRILLANTADOR — 5 L,"Producto automotor Shampoo P/ Automotor C/ Abrillantador, marca Dinamic, 5 L, listo para usar."
1004,ESPUMA ACTIVA P/ CARROSERIA CONCENTRADA — 5 L,"Producto automotor Espuma Activa P/ Carroseria Concentrada, marca Dinamic, 5 L, dilución 1+4."
1008,JABON LÍQUIDO VERDE B/E — 5 L,"Producto para ropa Jabon Líquido Verde B/E, marca Dinamic, 5 L, listo para usar."
1009,JABON LÍQ. FUTURE ROSA B/E — 5 L,"Producto para ropa Jabon Líq. Future Rosa B/E, marca Dinamic, 5 L, listo para usar."
1010,JABON LÍQ.VERDE C/QUITAMANCHA — 5 L,"Producto para ropa Jabon Líq.Verde C/Quitamancha, marca Dinamic, 5 L, listo para usar."
1011,JABON LÍQ.AZUL B/E — 5 L,"Producto para ropa Jabon Líq.Azul B/E, marca Dinamic, 5 L, listo para usar."
1012,JABON LIQUIDO C/SUAVI. LILA B/E — 5 L,"Producto para ropa Jabon Liquido C/Suavi. Lila B/E, marca Dinamic, 5 L, listo para usar."
1013,JABON LÍQUIDO BLANCO B/E (CON BLANQUEADOR) — 5 L,"Producto para ropa Jabon Líquido Blanco B/E (Con Blanqueador), marca Dinamic, 5 L, listo para usar."
1016,LAVANDINA ROPA BLANCA — 5 L,"Producto de limpieza Lavandina Ropa Blanca, marca Dinamic, 5 L, listo para usar."
1018,SUAVIZANTE CELESTE — 5 L,"Producto para ropa Suavizante Celeste, marca Dinamic, 5 L, listo para usar."
1019,SUAVIZANTE AMARILLO — 5 L,"Producto para ropa Suavizante Amarillo, marca Dinamic, 5 L, listo para usar."
1021,SUAVIZANTE BLANCO — 5 L,"Producto para ropa Suavizante Blanco, marca Dinamic, 5 L, listo para usar."
1022,SUAVIZANTE ROSA — 5 L,"Producto para ropa Suavizante Rosa, marca Dinamic, 5 L, listo para usar."
1023,SHAMPOO ROPA FINA AMARILLO — 5 L,"Producto para ropa Shampoo Ropa Fina Amarillo, marca Dinamic, 5 L, listo para usar."
1027,LAVANDINA GEL PREMIUM VERDE CON EUCALIPTUS — 5 L,"Producto de limpieza Lavandina Gel Premium Verde Con Eucaliptus, marca Dinamic, 5 L, listo para usar."
1028,LAVANDINA EN GEL — 5 L,"Producto de limpieza Lavandina En Gel, marca Dinamic, 5 L, listo para usar."
1030,DESENG .BLANCO CREMOSO (CIF) — 5 L,"Desengrasante Deseng .Blanco Cremoso (Cif), marca Dinamic, 5 L, listo para usar."
1031,DES.DESCARBONIZANTE SÓDICO (P/BANDEJA/FRITERAS) SUPER EFECTIVO — 5 L,"Desengrasante Des.Descarbonizante Sódico (P/Bandeja/Friteras) , marca Dinamic, 5 L, listo para usar."
1034,DET. LAVAVAJILLA FLUOR — 5 L,"Detergente lavavajillas Det. Lavavajilla Fluor, marca Dinamic, 5 L, listo para usar."
1035,DET. LAVAVAJILLA AMARILLO — 5 L,"Detergente lavavajillas Det. Lavavajilla Amarillo, marca Dinamic, 5 L, listo para usar."
1037,DET. LAVAVAJILLA CREMOSO — 5 L,"Detergente lavavajillas Det. Lavavajilla Cremoso, marca Dinamic, 5 L, listo para usar."
1052,LIMPIADOR CONCENTRADO LECHOSO/TRANSPARENTE ARPEGE — 5 L,"Producto para pisos Limpiador Concentrado Lechoso/Transparente Arpege, marca Dinamic, 5 L, dilución 1 LT + 60."
1058,LIMPIADOR CONCENTRADO FLOR DE LIZ LECHOSO (VIOLETA) — 5 L,"Producto para pisos LIMPIADOR CONCENTRADO FLOR DE LIZ LECHOSO (violeta), marca Dinamic, 5 L, dilución 1 LT + 60."
1059,LIMPIADOR CONCENTRADO FRESCURAL LECHOSO (AMARILLO) — 5 L,"Producto para pisos LIMPIADOR CONCENTRADO FRESCURAL LECHOSO (amarillo), marca Dinamic, 5 L, dilución 1 LT + 60."
1071,LIMPIADOR CONCENTRADO LAVANDA GLADE TRANSP. (VIOLETA) — 5 L,"Producto para pisos LIMPIADOR CONCENTRADO LAVANDA GLADE TRANSP. (violeta), marca Dinamic, 5 L, dilución 1 LT + 60."
1076,PASTILLA DE CLORO TRIPLE ACCION 200 GR . — 1 KG,"Producto para pileta Pastilla De Cloro Triple Accion 200 Gr ., marca Dinamic, 1 KG, listo para usar."
1077,CLORO POLVO POTE ( DISOLUCION RAPIDA) — 1 KG,"Producto para pileta Cloro Polvo Pote ( Disolucion Rapida), marca Dinamic, 1 KG, listo para usar."
1078,MICROBIOCIDA ( CLORO POLVO 3 EN 1 ) POTE — 1 KG,"Producto para pileta Microbiocida ( Cloro Polvo 3 En 1 ), marca Dinamic, 1 KG, listo para usar."
1083,INSECTICIDA PERFUMADO T/ FLIT (BASE SOLVENTE ) — 5 L,"Producto de limpieza Insecticida Perfumado T/ Flit (Base Solvente ), marca Dinamic, 5 L, listo para usar."
1086,PERF.BASE ALCOHOL COLONIA BEBE — 5 L,"Producto para ropa Perf.Base Alcohol Colonia Bebe, marca Dinamic, 5 L, listo para usar."
1101,PERF.BASE ALCOHOL COLONIA — 5 L,"Producto para ropa Perf.Base Alcohol Colonia, marca Dinamic, 5 L, listo para usar."
1112,JABON EN POLVO BAJA ESPUMA X 10 KG — 10 KG,"Producto para ropa Jabon En Polvo Baja Espuma X 10 Kg, marca Dinamic, 10 kg, listo para usar."
1117,JABON LIQUIDO CELESTE CON BICARBONATO — 5 L,"Producto para ropa Jabon Liquido Celeste Con Bicarbonato, marca Dinamic, 5 L, listo para usar."
1118,SHAMPOO T/SEDAL NACARADO (PH NEUTRO) — 5 L,"Producto de higiene Shampoo T/Sedal Nacarado (Ph Neutro), marca Dinamic, 5 L, listo para usar."
1120,JABON LIQ. CELESTIAL PLUS C/MICROCAPSULAS B/E (FROTAR ROPA) — 5 L,"Producto para ropa Jabon Liq. Celestial Plus C/Microcapsulas B/E (Frotar Ropa), marca Dinamic, 5 L, listo para usar."
1125,JABON DE MANOS CREMOSO COCO — 5 L,"Producto de higiene Jabon De Manos Cremoso Coco, marca Dinamic, 5 L, listo para usar."
1130,JABON DE MANOS BEBE/NEW WHITE TRANSP. AZUL — 5 L,"Producto de higiene Jabon De Manos Bebe/New White Transp. Azul, marca Dinamic, 5 L, listo para usar."
1132,JABON DE MANOS ANTIBACTERIAL ESPADOL TRANSP. AMARILLO — 5 L,"Producto de higiene Jabon De Manos Antibacterial Espadol Transp. Amarillo, marca Dinamic, 5 L, listo para usar."
1133,PERFUMES P/TAPIZADOS AUTOS — 5 L,"Producto automotor Perfumes P/Tapizados Autos, marca Dinamic, 5 L, listo para usar."
1134,JABON DE MANOS CREMOSO DOVE — 5 L,"Producto de higiene Jabon De Manos Cremoso Dove, marca Dinamic, 5 L, listo para usar."
1137,DET. LAVAVAJILLA NARANJA — 5 L,"Detergente lavavajillas Det. Lavavajilla Naranja, marca Dinamic, 5 L, listo para usar."
1138,DET GASTRONOMICO ESPECIALIZADO X3 CONCENTRADO — 5 L,"Detergente lavavajillas Det Gastronomico Especializado X3 Concentrado, marca Dinamic, 5 L, listo para usar."
1146,ACEITE P/ANTORCHAS CON CITRONELLA — 5 L,"Producto de limpieza Aceite P/Antorchas Con Citronella, marca Dinamic, 5 L, listo para usar."
1147,JABON LIQ. PREMIUN PROFESIONAL . 10 % MATERIA ACTIVA — 5 L,"Producto para ropa Jabon Liq. Premiun Profesional . 10 % Materia, marca Dinamic, 5 L, listo para usar."
1154,DESENG. GASTROMICO C/ BASE DE TERPERNO (GRASA ANIMAL/VEGETAL) — 5 L,"Desengrasante Deseng. Gastromico C/ Base De Terperno (Grasa Animal/Vegetal), marca Dinamic, 5 L, dilución 1+1."
1160,LIMPIADOR CONCENTRADO LECHOSO PROCENEX — 5 L,"Producto para pisos Limpiador Concentrado Lechoso Procenex, marca Dinamic, 5 L, dilución 1 LT + 60."
1162,LIMPIADOR ABRILLANTADOR DE METALES (INOXIDABLE Y ALUMINIO) — 5 L,"Producto automotor Limpiador Abrillantador De Metales (Inoxidable Y Aluminio), marca Dinamic, 5 L, listo para usar."
1164,JABON MANOS DESENGRASANTE P/ TALLERES — 5 L,"Producto automotor Jabon Manos Desengrasante P/ Talleres, marca Dinamic, 5 L, listo para usar."
1168,SUAVIZANTE AZUL — 5 L,"Producto para ropa Suavizante Azul, marca Dinamic, 5 L, listo para usar."
1170,LIMPIADOR CONCENTRADO CITRAL TRANSP. (VERDE) — 5 L,"Producto para pisos LIMPIADOR CONCENTRADO CITRAL TRANSP. (verde), marca Dinamic, 5 L, dilución 1 LT + 60."
1171,DESMANCHADOR DE TELAS OXI -POWER LISTO — 5 L,"Producto para ropa Desmanchador De Telas Oxi -Power Listo, marca Dinamic, 5 L, listo para usar."
1174,SHAMPOO PARA PERROS (PH NEUTRO) — 5 L,"Producto de higiene Shampoo Para Perros (Ph Neutro), marca Dinamic, 5 L, listo para usar."
1177,CLORO POLVO POTE ( DISOLUCION RAPIDA) — 5 KG,"Producto para pileta Cloro Polvo Pote ( Disolucion Rapida), marca Dinamic, 5 KG, listo para usar."
1178,MICROBIOCIDA ( CLORO POLVO 3 EN 1 ) POTE — 5 KG,"Producto para pileta Microbiocida ( Cloro Polvo 3 En 1 ), marca Dinamic, 5 KG, listo para usar."
1196,SUAVIZANTE LILA C/ MICROCAPSULAS (FROTAR ROPA) — 5 L,"Producto para ropa Suavizante Lila C/ Microcapsulas (Frotar Ropa), marca Dinamic, 5 L, listo para usar."
12,JABON LIQUIDO C/SUAVI. LILA B/E — 20 L,"Producto para ropa Jabon Liquido C/Suavi. Lila B/E, marca Dinamic, 20 L, listo para usar."
1235,DET. LAVAVAJILLAS AROMA LIMON — 5 L,"Detergente lavavajillas Det. Lavavajillas Aroma Limon, marca Dinamic, 5 L, listo para usar."
1300,DESENGRASANTE MOTORES FORCE X PREMIUM — 5 L,"Producto automotor Desengrasante Motores Force X Premium, marca Dinamic, 5 L, listo para usar."
138,DET GASTRONOMICO ESPECIALIZADO X3 CONCENTRADO — 20 L,"Detergente lavavajillas Det Gastronomico Especializado X3 Concentrado, marca Dinamic, 20 L, listo para usar."
150,DIFUSOR CON VARILLAS VAINILLA - VAINILLA/COCO - VAINILLA-LIMON - FRUTOS ROJOS - UVA - CHICLES - CITRICOS - LIMON - LAVANDA-LAVANDA/LIMON - BAMBU - VAINILLA/NARANJA - CONIGLIO — UNIDAD,"Aromatizante Difusor Con Varillas Vainilla - Vainilla/Coco - Vainilla-Limon, marca Dinamic, unidad, listo para usar."
152,PERFUMANTE VEHICULO VAINILLA-LIMON-LAVANDA-CONIGLIO-VIVEX-UVA — UNIDAD,"Producto automotor Perfumante Vehiculo Vainilla-Limon-Lavanda-Coniglio-Vivex-Uva, marca Dinamic, unidad, listo para usar."
153,ESENCIA HORNILLO LAVANDA-LIMON-VAINILLA-FRUTILLA-DURAZNO-CANELA-MARINO — UNIDAD,"Aromatizante Esencia Hornillo Lavanda-Limon-Vainilla-Frutilla-Durazno-Canela-Marino, marca Dinamic, unidad, listo para usar."
19,SUAVIZANTE AMARILLO — 20 L,"Producto para ropa Suavizante Amarillo, marca Dinamic, 20 L, listo para usar."
2058,LIMPIADOR CONCENTRADO FLOR DE LIZ LECHOSO (VIOLETA) — 1 L,"Producto para pisos LIMPIADOR CONCENTRADO FLOR DE LIZ LECHOSO (violeta), marca Dinamic, 1 L, dilución 1 LT + 60."
2170,LIMPIADOR CONCENTRADO CITRAL TRANSP. (VERDE) — 1 L,"Producto para pisos LIMPIADOR CONCENTRADO CITRAL TRANSP. (verde), marca Dinamic, 1 L, dilución 1 LT + 60."
2300,DESENGRASANTE MOTORES FORCE X PREMIUM — 1 L,"Producto automotor Desengrasante Motores Force X Premium, marca Dinamic, 1 L, listo para usar."
26,LAVANDINA AL 55% — 5 L,"Producto de limpieza Lavandina Al 55%, marca Dinamic, 5 L, listo para usar."
