codigo_producto,nombre,descripcion_original,descripcion_mejorada,alias_propuestos,accion
CIP-0256,DIFUSOR PARA AUTOS AROMANZA - CITRIC ORANGE,"Difusor de ambiente DIFUSOR PARA AUTOS AROMANZA - CITRIC ORANGE, marca Aromanza.","Difusor aromatizante colgante para auto, marca Aromanza, fragancia citric orange, 10 ml.",aromatizante|perfume de auto|difusor de fragancia,ACTUALIZAR
CIP-0258,DIFUSOR PARA AUTOS AROMANZA - COCONUT,"Difusor de ambiente DIFUSOR PARA AUTOS AROMANZA - COCONUT, marca Aromanza.","Difusor de aromas para auto, fragancia coconut, marca Aromanza, 12 ml.",aromatizante|perfume de auto|difusor colgante,ACTUALIZAR
CIP-0261,DIFUSOR PARA AUTOS AROMANZA - HAWAIIAN,"Difusor de ambiente DIFUSOR PARA AUTOS AROMANZA - HAWAIIAN, marca Aromanza.","Difusor colgante para auto aroma Hawaiian, marca Aromanza, 12 ml.",aromatizante de auto|difusor de auto|fragancia para auto,ACTUALIZAR
CIP-0262,DIFUSOR PARA AUTOS AROMANZA - LA VIDA ES BELLA,"Difusor de ambiente DIFUSOR PARA AUTOS AROMANZA - LA VIDA ES BELLA, marca Aromanza.","Difusor para auto fragancia La Vida Es Bella, marca Aromanza.",aromatizante de auto|perfume de auto,ACTUALIZAR
CIP-0263,DIFUSOR PARA AUTOS AROMANZA - MADERAS DE SANDALOS,"Difusor de ambiente DIFUSOR PARA AUTOS AROMANZA - MADERAS DE SANDALOS, marca Aromanza.","Difusor para autos aroma maderas de sándalo, marca Aromanza, 60 ml.",aroma|ambientador|perfume de auto,ACTUALIZAR
CIP-0264,DIFUSOR PARA AUTOS AROMANZA - MANGO MARACUYA,"Difusor de ambiente DIFUSOR PARA AUTOS AROMANZA - MANGO MARACUYA, marca Aromanza.","Difusor de auto fragancia mango maracuyá, marca Aromanza, 10 ml.",aromatizante|perfume de auto|difusor,ACTUALIZAR
CIP-0265,DIFUSOR PARA AUTOS AROMANZA - MIX FLORAL,"Difusor de ambiente DIFUSOR PARA AUTOS AROMANZA - MIX FLORAL, marca Aromanza.","Difusor para auto aroma floral, marca Aromanza, volumen de 12 ml.",aroma|perfume de auto|ambientador de auto,ACTUALIZAR
CIP-0267,DIFUSOR PARA AUTOS AROMANZA - PIMPOLLOS DE JAZMIN,"Difusor de ambiente DIFUSOR PARA AUTOS AROMANZA - PIMPOLLOS DE JAZMIN, marca Aromanza.","Difusor aromatizante para auto, aroma pimpollos de jazmín, marca Aromanza.",aromatizante|perfume de auto|difusor,ACTUALIZAR
CIP-0268,DIFUSOR PARA AUTOS AROMANZA - PUMITA,"Difusor de ambiente DIFUSOR PARA AUTOS AROMANZA - PUMITA, marca Aromanza.","Difusor para auto fragancia Pumita, marca Aromanza, 12 ml.",difusor de aromas|aromatizante de auto|perfume de auto,ACTUALIZAR
CIP-0269,DIFUSOR PARA AUTOS AROMANZA - ROSA BULGARA,"Difusor de ambiente DIFUSOR PARA AUTOS AROMANZA - ROSA BULGARA, marca Aromanza.","Difusor para auto colgante aroma rosa búlgara, marca Aromanza, 12 ml.",aromatizante|perfume de auto|fragancia de auto,ACTUALIZAR
CIP-0271,DIFUSOR PARA AUTOS MARCIANITO AROMANZA - AUTO SPORT,"Difusor de ambiente DIFUSOR PARA AUTOS MARCIANITO AROMANZA - AUTO SPORT, marca Aromanza.","Difusor de aroma para auto, marca Aromanza, formato 10 mL.",difusor|aroma para auto|perfume de auto,ACTUALIZAR
CIP-0272,DIFUSOR PARA AUTOS MARCIANITO AROMANZA - CITRIC LEMON,"Difusor de ambiente DIFUSOR PARA AUTOS MARCIANITO AROMANZA - CITRIC LEMON, marca Aromanza.","Difusor de auto de 10 mL, marca Aromanza, fragancia citric lemon.",difusor|aroma de auto|ambientador de auto,ACTUALIZAR
CIP-0273,DIFUSOR PARA AUTOS MARCIANITO AROMANZA - DESTRABE,"Difusor de ambiente DIFUSOR PARA AUTOS MARCIANITO AROMANZA - DESTRABE, marca Aromanza.","Difusor para auto líquido concentrado de fragancia, marca Aromanza, 10 ml.",aromatizante de auto|perfume de auto|difusor de fragancia,ACTUALIZAR
CIP-0274,DIFUSOR PARA AUTOS MARCIANITO AROMANZA - DULZURA V,"Difusor de ambiente DIFUSOR PARA AUTOS MARCIANITO AROMANZA - DULZURA V, marca Aromanza.","Difusor de aromas para auto, marca Aromanza, fragancia Dulzura V.",aromatizante|perfume de auto|difusor de aromas,ACTUALIZAR
CIP-0275,DIFUSOR PARA AUTOS MARCIANITO AROMANZA - LA VIDA ES BELLA,"Difusor de ambiente DIFUSOR PARA AUTOS MARCIANITO AROMANZA - LA VIDA ES BELLA, marca Aromanza.","Difusor de auto 10 ml, marca Aromanza, fragancia La Vida Es Bella.",aromatizante de auto|perfume de auto|difusor de fragancia,ACTUALIZAR
CIP-0276,DIFUSOR PARA AUTOS MARCIANITO AROMANZA - LIMPIEZA E,"Difusor de ambiente DIFUSOR PARA AUTOS MARCIANITO AROMANZA - LIMPIEZA E, marca Aromanza.","Difusor de fragancia para autos de 10 mL, marca Aromanza.",aromatizante|perfume de auto,ACTUALIZAR
CIP-0277,DIFUSOR PARA AUTOS MARCIANITO AROMANZA - NARANJA PIMIENTO,"Difusor de ambiente DIFUSOR PARA AUTOS MARCIANITO AROMANZA - NARANJA PIMIENTO, marca Aromanza.","Difusor aromatizador para auto fragancia naranja pimiento, marca Aromanza, 10 ml.",aromatizante|perfume de auto,ACTUALIZAR
CIP-0278,DIFUSOR PARA AUTOS MARCIANITO AROMANZA - PALO SANTO,"Sahumerio DIFUSOR PARA AUTOS MARCIANITO AROMANZA - PALO SANTO, marca Aromanza.","Difusor de aromas para auto, aroma palo santo, marca Aromanza, 10 ml.",difusor|aromizador|ambientador,ACTUALIZAR
CIP-0280,DIFUSOR SAPHIRUS 120CC,"Difusor de ambiente DIFUSOR SAPHIRUS 120CC, marca Saphirus, 120 cc.",Difusor aromatizante Saphirus de 120 cc con varillas.,difusor|aromatizante|perfume de ambiente,ACTUALIZAR
CIP-0281,DIFUSOR SAPHIRUS 120CC - ADVENTURE,"Difusor de ambiente DIFUSOR SAPHIRUS 120CC - ADVENTURE, marca Saphirus, 120 cc.",Difusor aromático Saphirus 120 cc fragancia adventure con varillas.,aromatizante|perfume de ambiente,ACTUALIZAR
CIP-0282,DIFUSOR SAPHIRUS 120CC - AMOUR,"Difusor de ambiente DIFUSOR SAPHIRUS 120CC - AMOUR, marca Saphirus, 120 cc.",Difusor aromatizante Saphirus 120 cc fragancia Amour.,aromatizante|perfume de ambiente,ACTUALIZAR
CIP-0283,DIFUSOR SAPHIRUS 120CC - AMOUR (2),"Difusor de ambiente DIFUSOR SAPHIRUS 120CC - AMOUR (2), marca Saphirus, 120 cc.","Difusor aromatizante de ambientes Saphirus 120 cc, fragancia Amour.",aromatizador|difusor de ambiente|perfume de ambiente,ACTUALIZAR
CIP-0284,DIFUSOR SAPHIRUS 120CC - BAD MAN,"Difusor de ambiente DIFUSOR SAPHIRUS 120CC - BAD MAN, marca Saphirus, 120 cc.","Difusor aromático Saphirus fragancia Bad Man, 125 ml con varillas.",aromatizante|perfume de ambiente,ACTUALIZAR
CIP-0285,DIFUSOR SAPHIRUS 120CC - BAMBOO,"Difusor de ambiente DIFUSOR SAPHIRUS 120CC - BAMBOO, marca Saphirus, 120 cc.","Difusor aromático de 120 cc, marca Saphirus, fragancia bamboo.",aromatizador|difusor de ambiente|perfume de ambiente,ACTUALIZAR
CIP-0286,DIFUSOR SAPHIRUS 120CC - BEBE,"Difusor de ambiente DIFUSOR SAPHIRUS 120CC - BEBE, marca Saphirus, 120 cc.",Difusor aromatizante Saphirus fragancia bebé 120 cc con varillas.,aromatizador|perfume de ambiente,ACTUALIZAR
CIP-0287,DIFUSOR SAPHIRUS 120CC - BELLA,"Difusor de ambiente DIFUSOR SAPHIRUS 120CC - BELLA, marca Saphirus, 120 cc.",Difusor de aromas Saphirus 120 cc con fragancia a vainilla.,aromatizante|perfume de ambiente,ACTUALIZAR
CIP-0288,DIFUSOR SAPHIRUS 120CC - BERGAMOTA,"Difusor de ambiente DIFUSOR SAPHIRUS 120CC - BERGAMOTA, marca Saphirus, 120 cc.",Difusor de ambiente Saphirus 120 cc aroma bergamota.,aromatizador|perfume de ambiente,ACTUALIZAR
CIP-0289,DIFUSOR SAPHIRUS 120CC - BUBBLEGUM,"Difusor de ambiente DIFUSOR SAPHIRUS 120CC - BUBBLEGUM, marca Saphirus, 120 cc.","Difusor de ambiente Saphirus aroma bubblegum, presentación 120 cc con varillas.",perfume de ambiente|aromatizante,ACTUALIZAR
CIP-0291,DIFUSOR SAPHIRUS 120CC - CAPPUCCINO,"Difusor de ambiente DIFUSOR SAPHIRUS 120CC - CAPPUCCINO, marca Saphirus, 120 cc.","Difusor de aroma sabor cappuccino, marca Saphirus, 120 cc.",aromatizador|perfume de ambiente,ACTUALIZAR
CIP-0293,DIFUSOR SAPHIRUS 120CC - CITRUS,"Difusor de ambiente DIFUSOR SAPHIRUS 120CC - CITRUS, marca Saphirus, 120 cc.",Difusor de ambiente Saphirus 120 cc aroma citrus.,difusor|aromatizante|perfume de ambiente,ACTUALIZAR
CIP-0294,DIFUSOR SAPHIRUS 120CC - CLEAN COTTON,"Difusor de ambiente DIFUSOR SAPHIRUS 120CC - CLEAN COTTON, marca Saphirus, 120 cc.","Difusor de fragancia Clean Cotton, marca Saphirus, 120 cc.",aromatizante|perfume de ambiente,ACTUALIZAR
CIP-0296,DIFUSOR SAPHIRUS 120CC - CONI,"Difusor de ambiente DIFUSOR SAPHIRUS 120CC - CONI, marca Saphirus, 120 cc.","Difusor de fragancia Saphirus 120 cc, aroma chicle.",aromatizante|perfume de ambiente,ACTUALIZAR
CIP-0297,DIFUSOR SAPHIRUS 120CC - COOKIES,"Difusor de ambiente DIFUSOR SAPHIRUS 120CC - COOKIES, marca Saphirus, 120 cc.",Difusor de aroma Saphirus 120 cc fragancia cookies.,aromatizante|perfume de ambiente,ACTUALIZAR
CIP-0298,DIFUSOR SAPHIRUS 120CC - CRISTOBAL,"Difusor de ambiente DIFUSOR SAPHIRUS 120CC - CRISTOBAL, marca Saphirus, 120 cc.","Difusor de ambiente Saphirus aroma Cristobal, 120 cc.",perfume de ambiente|aromatizante,ACTUALIZAR
CIP-0299,DIFUSOR SAPHIRUS 120CC - DAMASCO,"Difusor de ambiente DIFUSOR SAPHIRUS 120CC - DAMASCO, marca Saphirus, 120 cc.","Difusor de fragancia damasco, marca Saphirus, presentación 120 cc.",perfume de ambiente|aromatizante,ACTUALIZAR
CIP-0300,DIFUSOR SAPHIRUS 120CC - FLORES BLA,"Difusor de ambiente DIFUSOR SAPHIRUS 120CC - FLORES BLA, marca Saphirus, 120 cc.","Difusor de ambiente Saphirus aroma flores blancas, 120 cc.",aromatizante|perfume de ambiente,ACTUALIZAR
CIP-0301,DIFUSOR SAPHIRUS 120CC - FLOWERS,"Difusor de ambiente DIFUSOR SAPHIRUS 120CC - FLOWERS, marca Saphirus, 120 cc.","Difusor de fragancia con varillas, marca Saphirus, aroma flores blancas, 120 cc.",aromatizante|perfume de ambiente,ACTUALIZAR
CIP-0302,DIFUSOR SAPHIRUS 120CC - FRESIAS Y,"Difusor de ambiente DIFUSOR SAPHIRUS 120CC - FRESIAS Y, marca Saphirus, 120 cc.",Difusor de ambiente Saphirus 120 cc aroma fresias.,aromatizador|perfume de ambiente,ACTUALIZAR
CIP-0303,DIFUSOR SAPHIRUS 120CC - FRUTOS PAT,"Difusor de ambiente DIFUSOR SAPHIRUS 120CC - FRUTOS PAT, marca Saphirus, 120 cc.","Difusor de ambiente en aerosol 120 cc, marca Saphirus, aroma frutos del bosque.",aromatizante|perfume de ambiente,ACTUALIZAR
CIP-0304,DIFUSOR SAPHIRUS 120CC - GREEN,"Difusor de ambiente DIFUSOR SAPHIRUS 120CC - GREEN, marca Saphirus, 120 cc.","Difusor de ambiente Saphirus aroma verde, presentación de 120 cc.",aromatizante|perfume de ambiente,ACTUALIZAR
CIP-0305,DIFUSOR SAPHIRUS 120CC - GUARANA,"Difusor de ambiente DIFUSOR SAPHIRUS 120CC - GUARANA, marca Saphirus, 120 cc.","Difusor de ambiente Saphirus aroma guaraná, presentación 120 cc.",aroma|perfume de ambiente|ambientador,ACTUALIZAR
CIP-0306,DIFUSOR SAPHIRUS 120CC - HAWAI,"Difusor de ambiente DIFUSOR SAPHIRUS 120CC - HAWAI, marca Saphirus, 120 cc.","Difusor aromático Saphirus aroma Hawai, presentación de 120 cc.",perfume de ambiente|aromatizante,ACTUALIZAR
CIP-0307,DIFUSOR SAPHIRUS 120CC - INDIANA,"Difusor de ambiente DIFUSOR SAPHIRUS 120CC - INDIANA, marca Saphirus, 120 cc.","Difusor aromatizante Saphirus fragancia Indiana, 120 cc con varillas.",aromatizante|perfume de ambiente,ACTUALIZAR
CIP-0308,DIFUSOR SAPHIRUS 120CC - INVICTO,"Difusor de ambiente DIFUSOR SAPHIRUS 120CC - INVICTO, marca Saphirus, 120 cc.","Difusor de fragancia Invicto, marca Saphirus, 120 cc.",aromatizante|perfume de ambiente,ACTUALIZAR
CIP-0309,DIFUSOR SAPHIRUS 120CC - JAZMIN,"Difusor de ambiente DIFUSOR SAPHIRUS 120CC - JAZMIN, marca Saphirus, 120 cc.",Difusor aromático Saphirus 120 cc fragancia jazmín.,aromatizante|perfume de ambiente,ACTUALIZAR
CIP-0310,DIFUSOR SAPHIRUS 120CC - JAZZ,"Difusor de ambiente DIFUSOR SAPHIRUS 120CC - JAZZ, marca Saphirus, 120 cc.",Difusor de ambiente Saphirus 120 cc aroma Jazz.,aromatizante|perfume de ambiente,ACTUALIZAR
CIP-0311,DIFUSOR SAPHIRUS 120CC - KSK,"Difusor de ambiente DIFUSOR SAPHIRUS 120CC - KSK, marca Saphirus, 120 cc.",Difusor aromático Saphirus de 120 cc con varillas para fragancia.,aromatizador|perfume de ambiente,ACTUALIZAR
CIP-0312,DIFUSOR SAPHIRUS 120CC - LAVANDA,"Difusor de ambiente DIFUSOR SAPHIRUS 120CC - LAVANDA, marca Saphirus, 120 cc.","Difusor de aroma lavanda, marca Saphirus, 120 cc.",aromatizador|perfume de ambiente,ACTUALIZAR
CIP-0316,DIFUSOR SAPHIRUS 120CC - LIMA LIMON,"Difusor de ambiente DIFUSOR SAPHIRUS 120CC - LIMA LIMON, marca Saphirus, 120 cc.",Difusor de fragancia Saphirus 120 cc aroma lima limón.,aromatizador|perfume de ambiente|difusor de fragancia,ACTUALIZAR
CIP-0317,DIFUSOR SAPHIRUS 120CC - LIMON,"Difusor de ambiente DIFUSOR SAPHIRUS 120CC - LIMON, marca Saphirus, 120 cc.",Difusor de ambiente Saphirus 120 cc sabor limón.,aromatizante|perfume de ambiente,ACTUALIZAR
CIP-0318,DIFUSOR SAPHIRUS 120CC - LIMON DULC,"Difusor de ambiente DIFUSOR SAPHIRUS 120CC - LIMON DULC, marca Saphirus, 120 cc.","Difusor de ambiente Saphirus fragancia limón dulce, 120 cc.",difusor|perfume de ambiente|aromatizante,ACTUALIZAR
