codigo_producto,nombre,descripcion_original,descripcion_mejorada,alias_propuestos,accion
Y7,Risotto Napolitano,"Descubre el delicioso Risotto Napolitano, una explosión de sabor que transporta a tus clientes a Italia con cada bocado. Presentado en un formato de 12 displays de 48 unidades, es ideal para exhibir en tu kiosco o almacén. Este producto no solo es un favorito entre los amantes de la comida italiana, sino que también genera alta rotación y márgenes atractivos. Su facilidad de preparación lo convierte en una compra por impulso perfecta para quienes buscan una comida rápida y sabrosa. ¡No dejes pasar esta oportunidad!","Risotto Napolitano de la marca Molé, preparado con arroz, tomate, cebolla, ajo, pimentón y orégano, en presentación de 200g. Producto apto para veganos y sin TACC, requiere solo 25 minutos de cocción.",risotto|arroz con salsa|arroz napolitano,ACTUALIZAR
Y8,Risotto al Pesto,"Descubre el irresistible Risotto al Pesto, una delicia gourmet que cautivará a tus clientes con su sabor auténtico y aromático. Presentado en un atractivo formato de 12 displays de 24 unidades, es fácil de almacenar y perfecto para ofrecer en tu kiosco. Con un margen atractivo y una alta demanda por la tendencia de comidas listas para llevar, este producto es ideal para fomentar compras por impulso. ¡Aprovecha el auge del bienestar y sorprende a tus compradores hoy!","Risotto al pesto en presentación de 200g, elaborado con arroz tipo corto, almendras, cebolla deshidratada, albahaca deshidratada, ajo en polvo y ajo en escamas. Apto vegano, alto en fibra, con una vida útil de 365 días.",risotto|arroz al pesto|arroz con pesto,ACTUALIZAR
Y9,Burgol Oriental,"Descubre el irresistible sabor de Burgol Oriental, una opción deliciosa y saludable que está marcando tendencia entre los consumidores. Presentado en un formato de 12 displays de 48 unidades, este producto es perfecto para exhibir en tu kiosco o almacén. Su fácil preparación y versatilidad lo convierten en una elección popular para quienes buscan comidas rápidas y nutritivas. Con un alto margen de ganancia y su capacidad de generar compras por impulso, Burgol Oriental es la adición ideal para maximizar tus ventas.","Burgol oriental de la marca Molé, presentado en bolsa de 400 g, elaborado a partir de trigo burgol, ideal para ensaladas, guisos y como acompañamiento en platos. Producto seco, fácil de almacenar y conservar.",trigo burgol|burgol|bulgur,ACTUALIZAR
Y12,Cous Cous Marroquí,"¡Descubre el auténtico sabor del Medio Oriente con nuestro Cous Cous Marroquí! Este delicioso producto, presentado en un formato de 12 displays de 48 unidades, es perfecto para atraer a los amantes de la cocina exótica. Su versatilidad lo convierte en una opción ideal para cualquier comida, desde ensaladas hasta guisos. Además, su fácil preparación lo hace atractivo para aquellos que buscan soluciones rápidas y sabrosas. Aumenta tu rentabilidad con este producto que garantiza rotación y cautiva a un público en constante búsqueda de novedades. ¡No te quedes sin él!","Cous cous marroquí elaborado a base de sémola de trigo, con ingredientes como trigo burgol, sésamo, curry, ajo, coriandro, pimienta negra y cúrcuma, libre de gluten y sal, ideal como acompañamiento en dietas vegetarianas.",cuscús|couscous,ACTUALIZAR
Y14,Rebozador Natural todo en uno,"Descubre el Rebozador Natural todo en uno, el aliado perfecto para realzar el sabor de tus platillos. Este producto versátil, en un práctico formato de 12 bolsas de 500g cada una, garantiza una calidad excepcional en cada empanizado. Su fácil preparación lo convierte en una opción ideal para tus clientes que buscan rapidez y sabores auténticos. Al tenerlo en tu mostrador, fomentas la compra por impulso y aseguras un margen atractivo, cautivando a un público amplio que ama cocinar. ¡No dejes pasar esta oportunidad!","Rebozador natural todo en uno de la marca Mole, presentación de 250g, sin TACC ni sal, elaborado con ingredientes vegetales, ideal para empanar alimentos, solo requiere la adición de agua o líquido para obtener un empanizado crujiente.",rebozador|pan rallado|empanizador,ACTUALIZAR
Y15,Premezcla Falafel,"¡Descubre la deliciosa Premezcla Falafel, el sabor del Medio Oriente que está arrasando en el mercado! Este producto versátil y fácil de preparar es ideal para quienes buscan opciones saludables y sabrosas. Presentado en un formato de 12 bolsas de 500g, cada paquete rinde para múltiples porciones. Al tenerlo en tu mostrador, atraerás a un público que valora la comida rápida y nutritiva, generando compras por impulso y un excelente margen de ganancia. ¡No te quedes sin ella!","Premezcla para falafel sin TACC, elaborada con garbanzos precocidos, harina de arroz integral, fécula de mandioca, almidón de maíz, cebolla deshidratada y perejil deshidratado, lista para preparar en minutos.",mezcla para falafel|preparado para falafel|falafel sin gluten,ACTUALIZAR
Y22,Semillas Amaranto,"Descubre el poder de las Semillas de Amaranto, un superalimento que no solo es tendencia, sino que también encanta con su sabor a nuez. Presentamos un formato práctico de 12 paquetes de 200g, ideales para exhibir en tu kiosco o almacén. Su creciente popularidad entre los consumidores saludables garantiza una rotación rápida y un excelente margen de ganancia. Perfectas para la compra por impulso, atraerás a un público consciente de su alimentación. ¡No te quedes atrás y suma este producto a tu oferta!","Semillas de amaranto, variedad de planta comestible, con un peso neto de 1 kg, con un porcentaje de germinación del 85% y pureza del 99%, ideales para ensaladas y batidos, con un tiempo de germinación de 7 a 14 días.",amaranto|semillas de amaranto,ACTUALIZAR
Y28,Carne Vegetal,"Descubre la revolución del sabor con nuestra Carne Vegetal, la opción perfecta para quienes buscan disfrutar de un delicioso plato sin sacrificar el bienestar. Presentada en un formato de 12 packs de 250g cada uno, es ideal para exhibir en tu mostrador. Este producto no solo atrae a un público en auge, como veganos y flexitarianos, sino que también genera altas rotaciones y márgenes atractivos. ¡Incorpora Carne Vegetal y potencia tus ventas con este imán de compras por impulso!","Carne vegetal a base de soja, fuente de proteína vegetal, presentada en formato de 500g, ideal para la preparación de empanadas, lasañas y otros platos. Producto libre de gluten y conservantes, apto para dietas vegetarianas y veganas.",carne de soja|soja texturizada|carne vegana|carne sintética,ACTUALIZAR
Y29,Chia,"¡Descubre Chia, el superalimento que está revolucionando la salud y el bienestar! Estas pequeñas semillas son ricas en omega-3, fibra y antioxidantes, ideales para quienes buscan una alimentación balanceada. Presentamos un formato de 12 displays, cada uno con 48 unidades, perfectos para exhibir en tu kiosco o almacén. Su demanda creciente garantiza una alta rotación, atrayendo a un público consciente de su salud. Aumenta tu rentabilidad con un producto que invita a la compra por impulso y deleita a tus clientes.","Semilla de chía de origen natural, rica en fibra, proteínas y ácidos grasos omega-3, utilizada en la preparación de batidos, yogures y recetas de repostería saludable. Presentación en bolsa de 360 g, libre de gluten y TACC.",semilla de chía|chia|semillas de chía,ACTUALIZAR
Y31,Cous Cous,"Descubre el irresistible Cous Cous, la opción perfecta para quienes buscan un sabor único y versatilidad en la cocina. Presentado en un formato de 12 displays de 48 unidades, es ideal para exhibir en tu kiosco o almacén. Su fácil preparación lo convierte en un favorito para quienes valoran una comida rápida y deliciosa. Al tenerlo al alcance de tus clientes, maximizarás las compras por impulso, asegurando un excelente margen de ganancia y atrayendo a un público diverso.","Cous cous de sémola de trigo, presentado en formato de 500 gramos, ideal para preparar como guarnición o base de ensaladas, con origen en Marruecos y características de cocción rápida.",cuscús|couscous,ACTUALIZAR
Y33,Hongos de Pino,"Descubre el irresistible sabor de nuestros Hongos de Pino, el complemento perfecto para una amplia variedad de platillos. Presentados en un formato de 12 displays con 24 unidades cada uno, son ideales para exhibir en tu kiosco o almacén. Su versatilidad y atractivo los convierten en una opción perfecta para la compra por impulso. Con un alto margen de ganancia y una demanda creciente entre los amantes de la cocina, ¡no te quedes sin ellos en tu mostrador!","Hongos de pino deshidratados, variedad comestible con sabor intenso y terroso, ideales para la preparación de sopas, guisos y salsas. Presentación de 100g, conservados en condiciones adecuadas para mantener su calidad y aroma.",hongos secos|hongos de pino|setas secas,ACTUALIZAR
Y39,Mijo,"Descubre Mijo, la bebida refrescante que está conquistando a todos por su sabor único y su enfoque saludable. Presentado en un atractivo formato de 12 displays de 24 unidades, Mijo es ideal para atraer a los amantes de lo natural y a quienes buscan alternativas deliciosas. Su frescura irresistible impulsa la compra por impulso, garantizando un alto margen de ganancia para tu negocio. ¡No dejes pasar la oportunidad de ofrecer a tus clientes la tendencia del momento y maximizar tus ventas!","Mijo pelado orgánico, cereal sin gluten, presentado en bolsa de 750 gramos, ideal para preparaciones como croquetas, hamburguesas o bases de pizza. Se recomienda hervir antes de su consumo.",mijo|cereal|grano,ACTUALIZAR
Y41,Mix Semillas,"Descubre el irresistible Mix Semillas, la combinación perfecta de sabor y energía que está marcando tendencia entre los consumidores saludables. Presentado en un atractivo formato de 12 displays de 48 unidades, este producto es ideal para exhibir en tu mostrador. Su versatilidad lo convierte en un snack perfecto para cualquier momento del día, atrayendo a un amplio público. Con un alto margen de ganancia y atractivo para compras por impulso, ¡no dejes pasar la oportunidad de incrementar tus ventas!","Mix de semillas de chía, lino, sésamo y girasol, presentado en bolsa de 1 kg, fuente de fibra y ácidos grasos esenciales, ideal para incorporar en dietas saludables y equilibradas.",mezcla de semillas|semillas mixtas|mix de semillas|semillas de chía|semillas de lino|semillas de sésamo|semillas de girasol,ACTUALIZAR
Y45,Quinoa,"Descubre la versatilidad de la Quinoa, el superalimento que está revolucionando la alimentación saludable. Presentada en formato de 12 paquetes de 500g, es perfecta para todo tipo de platos. Su alta demanda y tendencia saludable garantizarán que tus clientes regresen por más. La Quinoa es ideal para quienes buscan opciones nutritivas y deliciosas, lo que la convierte en un producto de compra por impulso. ¡Aumenta tu margen de ganancias y ofrece lo mejor a tu público!","Quinoa blanca en grano, origen Perú, presentada en bolsa de 500 gramos. Contiene proteínas, fibra y minerales esenciales, siendo un pseudocereal completo ideal para dietas saludables. Se recomienda su cocción previa antes del consumo.",quinua|quinoa blanca|grano de quinoa,ACTUALIZAR
Y46,Rebozador Natural,"¡Descubre el Rebozador Natural, el aliado perfecto para tus platillos! Su sabor auténtico y crujiente deleitará a tus clientes, convirtiendo cada bocado en una experiencia inolvidable. Viene en un formato práctico de 12 bolsas de 500g, ideal para mantener siempre a mano. Al ofrecerlo en tu kiosco o almacén, atraerás a los amantes de la cocina fácil y deliciosa, garantizando una alta rotación y un excelente margen de ganancia. ¡No dejes pasar la oportunidad de incrementar tus ventas!","Rebozador natural de arroz marca Natuzen, presentado en formato de 720 g, libre de gluten, ideal para empanizar alimentos, con ingredientes seleccionados que aportan textura y sabor en la cocina.",pan rallado|rebozador|empanizador,ACTUALIZAR
Y47,Semillas de Girasol,"¡Descubre el irresistible sabor y crujido de nuestras Semillas de Girasol! Este snack saludable es perfecto para quienes buscan un bocado delicioso y nutritivo. Presentamos un formato atractivo de 12 displays que contienen 48 unidades cada uno, ideales para exhibir en tu kiosco o almacén. Con un alto margen de ganancia y su creciente popularidad entre los consumidores, ¡las Semillas de Girasol son el complemento perfecto para tu mostrador! Atrae a los amantes de los snacks saludables y aumenta tus ventas hoy mismo.","Semillas de girasol peladas marca Genser, presentadas en bolsa de 150 g, ricas en proteínas y grasas saludables, ideales para consumo directo o como ingrediente en ensaladas y repostería.",semillas de girasol|girasol|semillitas,ACTUALIZAR
Y48,Semillas de Sesamo,"¡Descubre el poder de las Semillas de Sésamo! Este superalimento no solo aporta un sabor único y delicioso, sino que también está en tendencia por sus beneficios nutricionales. Presentamos un formato de 12 displays, cada uno con 48 unidades, perfectas para exhibir en tu tienda. Su atractivo en la compra por impulso y su alto margen de ganancia las convierten en una opción irresistible para tus clientes. ¡Aprovecha la oportunidad de diversificar tu oferta y aumentar tus ventas!","Semillas de sésamo blanco, ricas en proteínas y grasas saludables, presentadas en bolsa de 1 kg, ideales para uso en repostería, ensaladas y como complemento nutricional. Producto natural, sin aditivos ni conservantes.",ajonjolí|semillas de ajonjolí|sésamo,ACTUALIZAR
Y49,Semillas de Zapallo,"Descubre el irresistible sabor de las Semillas de Zapallo, un snack saludable y lleno de energía que se ha vuelto tendencia entre los consumidores. Presentadas en un atractivo formato de 12 displays con 48 unidades cada uno, son perfectas para exhibir en tu kiosco o almacén. Su popularidad garantiza una rápida rotación y un margen excelente, ideal para compras por impulso. Atrae a un público consciente de la salud y multiplica tus ventas con este delicioso y nutritivo producto.","Semillas de zapallo de alta calidad, ricas en nutrientes, presentadas en bolsa de 1 kg, ideales para la preparación de diversas recetas y como complemento alimenticio. Se recomienda su conservación en un lugar fresco y seco.",semillas de calabaza|pepitas|semillas de zapallo italiano,ACTUALIZAR
Y50,Trigo Burgol,"¡Descubre el sabor auténtico del Trigo Burgol! Este versátil y nutritivo grano es ideal para preparar ensaladas, guisos y platos típicos, atrayendo a un público que busca opciones saludables y deliciosas. Presentado en un formato de 12 bolsas de 1 kg, es fácil de exhibir en tu tienda. Además, su creciente popularidad garantiza una excelente rotación y atractivo para la compra por impulso, asegurando un margen de ganancia atractivo. ¡Haz que tus clientes se enamoren de Trigo Burgol!","Trigo burgol fino, producto elaborado a partir de trigo partido y cocido, rico en fibra y minerales, presentado en bolsa de 1 kg, marca El Portugués.",burgol|trigo burgol|trigo partido,ACTUALIZAR
Y51,Trigo Candeal,"¡Descubre el sabor auténtico del Trigo Candeal! Este producto de alta calidad es ideal para preparar deliciosas recetas tradicionales que encantarán a tus clientes. Presentado en un formato de 12kg, este trigo es perfecto para panaderías y almacenes que buscan ofrecer lo mejor. Su rentabilidad es inigualable: al ser un producto de compra por impulso, aumenta tu rotación y margen de ganancia. ¡No dejes pasar la oportunidad de atraer a un público ávido de productos frescos y naturales!","Trigo candeal nacional, presentado en paquete de 500 g, utilizado principalmente para la elaboración de harinas y productos de panadería, caracterizado por su alto contenido de gluten y propiedades de absorción de agua.",trigo|trigo pelado,ACTUALIZAR
