codigo_producto,nombre,descripcion_original,descripcion_mejorada,alias_propuestos,accion
302,Torta Veneziana Naranja 400G,"Panificado Torta Naranja 400G, marca VENEZIANA, 400 g, rubro panificados.","Torta veneziana sabor naranja, presentación de 400 g.",torta|torta de naranja|torta veneziana,ACTUALIZAR
314,Mortadela Mini 300 G PALADINI,"Fiambre Mortadela Mini 300 G, marca PALADINI, 300 g, rubro fiambres.","Mortadela en rodajas, marca Paladini, presentación mini de 300 g.",mortadela|mortadela paladini|mortadela mini,ACTUALIZAR
343,Ricota Magra Los Pinos,"Queso Ricota Magra Los Pinos, rubro lácteos, presentación quesos, Código 343, catálogo MORENO.","Ricota magra, marca Los Pinos, presentación en bolsa de 3,5 kg.",ricota|queso ricotta|ricota magra,ACTUALIZAR
444,Pepinos Estilo Aleman 800G GULLO,"Producto alimenticio Pepinos Estilo Aleman 800G, marca GULLO, 800 g, rubro alimentos.","Pepinos estilo alemán en frasco de 800 g, marca Gullo.",pepinos|pepinos en frasco|pepinos en conserva,ACTUALIZAR
447,Cerezas al marrasquino 270G GULLO,"Producto alimenticio Cerezas al marrasquino 270G, marca GULLO, 270 g, rubro alimentos.","Cerezas al marrasquino en almíbar, marca Gullo, presentación 270g en frasco de vidrio.",cerezas al maraschino|cerezas en almíbar|cerezas gullo,ACTUALIZAR
448,Higos en almibar 330G GULLO,"Fruta en conserva Higos en almibar 330G, marca GULLO, 330 g, rubro conservas.","Higos en almíbar, marca Gullo, presentación 330 g.",higos en almibar|higos en conserva|higos dulces,ACTUALIZAR
449,Zapallos en almibar 330G GULLO,"Fruta en conserva Zapallos en almibar 330G, marca GULLO, 330 g, rubro conservas.","Zapallo en almíbar en trozos, marca Gullo, presentación de 330 g.",zapallo en almibar|zapallo dulce|zapallo en conserva,ACTUALIZAR
450,Cerezas en almibar DULCOR frasco 200 gr.,"Fruta en conserva Cerezas en almibar frasco 200, marca DULCOR, 200 gr, rubro conservas.","Cerezas en almibar, marca Dulcor, frasco de 200 gramos.",cerezas en almibar|cerezas dulcor,ACTUALIZAR
460,Paleta Sandwichera BIERZO (Blanca),"Fiambre Paleta Sandwichera (Blanca), marca BIERZO, rubro fiambres, presentación fiambres y embutidos.","Paleta sandwichera blanca, marca Bierzo, presentada en formato de 1 kg.",paleta|fiambre|paleta blanca,ACTUALIZAR
467,Mortadela Bocha BIERZO KG,"Fiambre Mortadela Bocha KG, marca BIERZO, rubro fiambres, presentación fiambres y embutidos.","Mortadela, marca Bocha, presentación en pieza de 6 kg.",morta|mortadela|bocha,ACTUALIZAR
468,Arrollado de Pollo BIERZO KG,"Fiambre Arrollado de Pollo KG, marca BIERZO, rubro fiambres, presentación fiambres y embutidos.","Fiambre arrollado de pollo, marca Bierzo, peso 1 kg.",arrollado de pollo|fiambre de pollo|pollo arrollado,ACTUALIZAR
469,Matambre Carne BIERZO KG,"Producto alimenticio Matambre Carne KG, marca BIERZO, rubro alimentos, presentación general.","Matambre de carne arrollado, marca El Bierzo, presentación en kg.",matambre|fiambre|arrollado,ACTUALIZAR
484,Jade al Pesto CUÑA,"Salsa Jade al Pesto, marca CUÑA, rubro aderezos, presentación salsas.","Pasta de pesto de albahaca, marca Jade, presentación en cuña.",pesto|salsa pesto|pasta de pesto,ACTUALIZAR
486,Provoleta x2 AV LW,"Producto alimenticio Provoleta x2 AV LW, rubro alimentos, presentación general.","Queso provoleta en porciones de 120 g, marca AV LW.",provoleta|queso provoleta|queso para asar,ACTUALIZAR
489,Filet de Anchoas Molanes 70 G,"Producto alimenticio Filet de Anchoas 70 G, marca MOLANES, 70 g, rubro alimentos.","Filete de anchoas en aceite, marca Molanes, presentación de 70 g.",anchoas|filetes de anchoas|anchoas en aceite,ACTUALIZAR
494,Alcaparras Molanes 65 G,"Producto alimenticio Alcaparras 65 G, marca MOLANES, 65 g, rubro alimentos.","Alcaparras en salmuera, marca Molanes, presentación de 65 g.",alcaparras|alcaparra,ACTUALIZAR
62,Jamon Cocido E. Negra FOX KG,"Fiambre Jamon Cocido E. Negra KG, marca FOX, rubro fiambres.","Jamón cocido marca Fox, presentación horma de 5.8 kg.",jamón|jamón cocido|jamón fox,ACTUALIZAR
63,Jamon Cocido FOX KG,"Fiambre Jamon Cocido KG, marca FOX, rubro fiambres, presentación fiambres y embutidos.","Jamón cocido marca Fox, presentación en horma de 5 kg.",fiambre|jamón|jamón cocido,ACTUALIZAR
64,Jamon Crudo FOX KG,"Fiambre Jamon Crudo KG, marca FOX, rubro fiambres, presentación fiambres y embutidos.","Jamón crudo marca Fox, presentado en formato de kg.",jamón|fiambre|jamón crudo,ACTUALIZAR
65,Jamon Crudo BEIGE KG,"Fiambre Jamon Crudo BEIGE KG, rubro fiambres, presentación fiambres y embutidos.","Jamón crudo beige, marca no especificada, presentado en formato de 1 kg.",fiambre|jamón|jamón crudo,ACTUALIZAR
659,Pickle Mixto VANOLI Doy Pack 150/300 G,"Producto alimenticio Pickle Mixto Doy Pack 150/300, marca VANOLI, 300 g, rubro alimentos.","Pickle mixto en vinagre de alcohol, marca Vanoli, presentación en doypack de 150 g.",pickle|pickles|mezcla de pickles,ACTUALIZAR
66,Jamon Crudo Alba Horma,"Fiambre Jamon Crudo Alba Horma, rubro fiambres, presentación fiambres y embutidos.","Jamón crudo, marca Alba, presentado en horma de 1 kg.",jamón crudo|jamón alba,ACTUALIZAR
660,Pepinillos VANOLI Doy Pack 150/300 G,"Producto alimenticio Pepinillos Doy Pack 150/300 G, marca VANOLI, 300 g, rubro alimentos.","Pepinillos en vinagre, marca Vanoli, presentación en doypack de 150 g.",pepinillos|doypack de pepinillos|pepinillos en vinagre,ACTUALIZAR
669,Chimichurri VANOLI 190cc PET,"Aderezo Chimichurri 190cc PET, marca VANOLI, 190 cc, rubro aderezos.","Chimichurri picante marca Vanoli, presentación en envase PET de 190 cc.",chimichurri|aderezo|salsa chimichurri,ACTUALIZAR
67,Jamon Crudo 1193 PREMIUM,"Fiambre Jamon Crudo 1193 PREMIUM, rubro fiambres, presentación fiambres y embutidos.","Jamón crudo premium, marca 1193, presentado en formato de 3 kg al vacío.",jamón crudo|fiambre|jamón,ACTUALIZAR
677,Chimichurri Ahumado VANOLI 190cc PET,"Aderezo Chimichurri Ahumado 190cc PET, marca VANOLI, 190 cc, rubro aderezos.","Chimichurri ahumado, marca Vanoli, presentación en PET de 190 cc.",chimichurri|salsa chimichurri|salsa de chimichurri,ACTUALIZAR
720,"Mortadela ""808"" Cilindro KG","Fiambre Mortadela ""808"" Cilindro KG, rubro fiambres, presentación fiambres y embutidos.","Mortadela 808 en cilindro, presentación de 1 kg.",mortadela|mortadela 808|mortadela kilo,ACTUALIZAR
721,"Fiambre P. de Cerdo ""131"" KG","Fiambre P. de Cerdo ""131"", rubro fiambres, presentación fiambres y embutidos.","Fiambre de paleta cocido de cerdo, marca Grassetto, presentación de 4 kg.",fiambre de cerdo|paleta de cerdo|fiambre 131,ACTUALIZAR
75,Lomo Ahumado FOX KG,"Producto alimenticio Lomo Ahumado KG, marca FOX, rubro alimentos, presentación general.","Fiambre lomo ahumado, marca Fox, presentación de 1 kg.",lomo|fiambre|lomo ahumado,ACTUALIZAR
76,Longaniza Baston FOX KG,"Producto alimenticio Longaniza Baston KG, marca FOX, rubro alimentos, presentación general.","Longaniza tipo bastón, marca Fox, presentación de 1 kg.",longaniza|longaniza fox|longaniza baston,ACTUALIZAR
764,Chorizo Seco de Cerdo C. AUSTRAL,"Fiambre Chorizo Seco de Cerdo, marca C. AUSTRAL, rubro fiambres.","Chorizo seco de cerdo, marca C. Austral, presentado en paquete de 6 unidades.",chorizo|chorizo seco|chorizo de cerdo,ACTUALIZAR
840,Raviol Villa D'agri 500G pollo y Verdura,"Pasta Raviol 500G pollo y Verdura, marca VILLA D'AGRI, 500 g, rubro pastas.","Ravioles de pollo y verdura, marca Villa D'Agri, 500 g.",ravioles|pasta rellena|raviol|ravioles de pollo,ACTUALIZAR
