product_code,nombre,descripcion
188,Tapa Rotisera La Mocita 600 G,"Panificado Tapa Rotisera La Mocita 600, 600 g, rubro panificados."
219,Chipa Sin TACC 250 G Emeth,"Panificado Chipa Sin TACC 250 G, marca EMETH, 250 g, rubro panificados."
240,Provoleta x2 Arroyo Cabral KG,"Producto alimenticio Provoleta x2 Arroyo Cabral KG, rubro alimentos, presentación general."
241,Paleta DON OTTO Horma,"Fiambre Paleta Horma, marca DON OTTO, rubro fiambres, presentación fiambres y embutidos."
243,Fiambre Cocido Pata de Cerdo RECREO Horma,"Fiambre Cocido Pata de Cerdo, rubro fiambres, presentación fiambres y embutidos."
245,Mortadela Bolognia A/V RECREO,"Fiambre Mortadela Bolognia A/V, marca RECREO, rubro fiambres, presentación fiambres y embutidos."
25,Morcillon FOX KG,"Producto alimenticio Morcillon KG, marca FOX, rubro alimentos, presentación general."
253,Tonadita CHEDDAR 8 Fetas,"Producto alimenticio CHEDDAR 8 Fetas, marca TONADITA, rubro alimentos, presentación general."
26,Tonadita Dip 180 G,"Producto alimenticio Dip 180 G, marca TONADITA, 180 g, rubro alimentos."
260,Jamon Natural con Cuero FOX KG,"Fiambre Jamon Natural con Cuero KG, marca FOX, rubro fiambres."
275,Jamon Cocido 201 KG,"Fiambre Jamon Cocido 201 KG, 201 kg, rubro fiambres, presentación fiambres y embutidos."
294,Pre Pizza T/ A la Piedra Veneziana,"Producto alimenticio Pre Pizza T/ A la, marca VENEZIANA, rubro alimentos."
295,Tortilla Veneziana 165 G,"Panificado Tortilla 165 G, marca VENEZIANA, 165 g, rubro panificados."
302,Torta Veneziana Naranja 400G,"Panificado Torta Naranja 400G, marca VENEZIANA, 400 g, rubro panificados."
314,Mortadela Mini 300 G PALADINI,"Fiambre Mortadela Mini 300 G, marca PALADINI, 300 g, rubro fiambres."
343,Ricota Magra Los Pinos,"Queso Ricota Magra Los Pinos, rubro lácteos, presentación quesos, Código 343, catálogo MORENO."
444,Pepinos Estilo Aleman 800G GULLO,"Producto alimenticio Pepinos Estilo Aleman 800G, marca GULLO, 800 g, rubro alimentos."
447,Cerezas al marrasquino 270G GULLO,"Producto alimenticio Cerezas al marrasquino 270G, marca GULLO, 270 g, rubro alimentos."
448,Higos en almibar 330G GULLO,"Fruta en conserva Higos en almibar 330G, marca GULLO, 330 g, rubro conservas."
449,Zapallos en almibar 330G GULLO,"Fruta en conserva Zapallos en almibar 330G, marca GULLO, 330 g, rubro conservas."
450,Cerezas en almibar DULCOR frasco 200 gr.,"Fruta en conserva Cerezas en almibar frasco 200, marca DULCOR, 200 gr, rubro conservas."
460,Paleta Sandwichera BIERZO (Blanca),"Fiambre Paleta Sandwichera (Blanca), marca BIERZO, rubro fiambres, presentación fiambres y embutidos."
467,Mortadela Bocha BIERZO KG,"Fiambre Mortadela Bocha KG, marca BIERZO, rubro fiambres, presentación fiambres y embutidos."
468,Arrollado de Pollo BIERZO KG,"Fiambre Arrollado de Pollo KG, marca BIERZO, rubro fiambres, presentación fiambres y embutidos."
469,Matambre Carne BIERZO KG,"Producto alimenticio Matambre Carne KG, marca BIERZO, rubro alimentos, presentación general."
484,Jade al Pesto CUÑA,"Salsa Jade al Pesto, marca CUÑA, rubro aderezos, presentación salsas."
486,Provoleta x2 AV LW,"Producto alimenticio Provoleta x2 AV LW, rubro alimentos, presentación general."
489,Filet de Anchoas Molanes 70 G,"Producto alimenticio Filet de Anchoas 70 G, marca MOLANES, 70 g, rubro alimentos."
494,Alcaparras Molanes 65 G,"Producto alimenticio Alcaparras 65 G, marca MOLANES, 65 g, rubro alimentos."
62,Jamon Cocido E. Negra FOX KG,"Fiambre Jamon Cocido E. Negra KG, marca FOX, rubro fiambres."
63,Jamon Cocido FOX KG,"Fiambre Jamon Cocido KG, marca FOX, rubro fiambres, presentación fiambres y embutidos."
64,Jamon Crudo FOX KG,"Fiambre Jamon Crudo KG, marca FOX, rubro fiambres, presentación fiambres y embutidos."
65,Jamon Crudo BEIGE KG,"Fiambre Jamon Crudo BEIGE KG, rubro fiambres, presentación fiambres y embutidos."
659,Pickle Mixto VANOLI Doy Pack 150/300 G,"Producto alimenticio Pickle Mixto Doy Pack 150/300, marca VANOLI, 300 g, rubro alimentos."
66,Jamon Crudo Alba Horma,"Fiambre Jamon Crudo Alba Horma, rubro fiambres, presentación fiambres y embutidos."
660,Pepinillos VANOLI Doy Pack 150/300 G,"Producto alimenticio Pepinillos Doy Pack 150/300 G, marca VANOLI, 300 g, rubro alimentos."
669,Chimichurri VANOLI 190cc PET,"Aderezo Chimichurri 190cc PET, marca VANOLI, 190 cc, rubro aderezos."
67,Jamon Crudo 1193 PREMIUM,"Fiambre Jamon Crudo 1193 PREMIUM, rubro fiambres, presentación fiambres y embutidos."
677,Chimichurri Ahumado VANOLI 190cc PET,"Aderezo Chimichurri Ahumado 190cc PET, marca VANOLI, 190 cc, rubro aderezos."
720,"Mortadela ""808"" Cilindro KG","Fiambre Mortadela ""808"" Cilindro KG, rubro fiambres, presentación fiambres y embutidos."
721,"Fiambre P. de Cerdo ""131"" KG","Fiambre P. de Cerdo ""131"", rubro fiambres, presentación fiambres y embutidos."
75,Lomo Ahumado FOX KG,"Producto alimenticio Lomo Ahumado KG, marca FOX, rubro alimentos, presentación general."
76,Longaniza Baston FOX KG,"Producto alimenticio Longaniza Baston KG, marca FOX, rubro alimentos, presentación general."
764,Chorizo Seco de Cerdo C. AUSTRAL,"Fiambre Chorizo Seco de Cerdo, marca C. AUSTRAL, rubro fiambres."
840,Raviol Villa D'agri 500G pollo y Verdura,"Pasta Raviol 500G pollo y Verdura, marca VILLA D'AGRI, 500 g, rubro pastas."
